GeneID	KOG Gene ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	KOG ID	Classification flag	Description
Ss09g17540.1	At1g20510	45.221	544	7	519	8	545	4.59E-161	470	KOG1176	I	Lipid transport and metabolism
Ss09g00980.1	At1g76140	71.429	728	42	768	5	724	0	1108	KOG2237	O	Posttranslational modification, protein turnover, chaperones
Ss09g00970.1	At3g11710	74.054	555	52	604	65	619	0	887	KOG1885	J	Translation, ribosomal structure and biogenesis
Ss09g00950.1	At5g15820	37.736	106	14	111	235	339	1.87E-19	84.3	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss03g37030.1	At1g07570	71.074	363	1	363	1	355	0	551	KOG1187	T	Signal transduction mechanisms
Ss03g37060.1	At2g37660	79.231	260	11	258	78	337	7.92E-153	430	KOG1203	G	Carbohydrate transport and metabolism
Ss03g37080.1	At3g46700	43.798	258	153	398	127	384	5.99E-73	234	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss03g37070.1	At5g13830	64.348	230	1	230	1	223	2.03E-101	295	KOG1098	AR	RNA processing and modification; General function prediction only
Ss03g37120.1	At5g59610	48.708	271	4	252	5	267	8.74E-72	222	KOG0714	O	Posttranslational modification, protein turnover, chaperones
Ss03g37110.1	At3g09350	64.899	396	1	371	1	387	1.92E-179	504	KOG2160	O	Posttranslational modification, protein turnover, chaperones
Ss05g12130.1	At2g36230	77.914	163	1	163	138	300	2.39E-91	269	KOG3055	E	Amino acid transport and metabolism
Ss01g36320.1	At1g79900	64.262	305	1	305	1	283	2.04E-131	377	KOG0762	C	Energy production and conversion
Ss01g36310.1	At5g58720	37.126	501	95	559	57	518	8.20E-81	263	KOG2401	L	Replication, recombination and repair
Ss01g36330.1	At4g13260	64.128	407	1	405	1	400	0	537	KOG1399	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss01g36350.1	At2g46320	52.617	363	3	349	6	354	3.99E-113	334	KOG0761	C	Energy production and conversion
Ss01g03150.1	At3g21480	49.388	245	475	712	778	1020	2.32E-62	227	KOG2043	KTLD	Transcription ; Signal transduction mechanisms; Replication, recombination and repair; Cell cycle control, cell division, chromosome partitioning
Ss01g03160.1	At3g57330	66.602	1030	3	1029	4	1022	0	1414	KOG0204	P	Inorganic ion transport and metabolism
Ss07g32250.1	At3g07950	59.603	302	16	312	85	384	3.29E-123	359	KOG2890	S	Function unknown
Ss07g32240.1	At3g06190	71.392	395	29	422	11	405	0	612	KOG1987	RD	General function prediction only; Cell cycle control, cell division, chromosome partitioning
Ss01g03110.1	At2g41530	75.627	279	6	282	5	283	5.96E-165	460	KOG3101	R	General function prediction only
Ss01g03120.1	At2g41540	82.251	462	1	456	1	462	0	777	KOG2711	C	Energy production and conversion
Ss01g03130.1	At5g47880	87.736	424	1	424	1	424	0	779	KOG0688	J	Translation, ribosomal structure and biogenesis
Ss01g03190.1	At3g10810	47.436	312	9	317	191	498	1.20E-70	239	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss06g22800.1	At4g30110	55.401	861	1	837	1	854	0	935	KOG0207	P	Inorganic ion transport and metabolism
Ss06g22820.1	At1g54270	63.736	91	22	112	1	87	4.65E-32	117	KOG0327	J	Translation, ribosomal structure and biogenesis
Ss06g22810.1	At3g13920	91.807	415	72	485	1	412	0	788	KOG0327	J	Translation, ribosomal structure and biogenesis
Ss06g22770.1	At2g02980	34.633	436	25	458	47	477	7.68E-87	279	KOG4197	R	General function prediction only
Ss06g22840.1	At5g24810	66.632	950	1	921	1	948	0	1337	KOG1235	R	General function prediction only
Ss06g22830.1	At5g52560	58.691	443	36	451	16	446	7.57E-166	484	KOG2388	M	Cell wall/membrane/envelope biogenesis
Ss01g13670.1	At4g26650	37.052	251	8	244	4	234	8.12E-42	153	KOG4205	A	RNA processing and modification
Ss01g13640.1	At5g65760	63.711	485	61	524	32	514	0	659	KOG2183	RO	General function prediction only; Posttranslational modification, protein turnover, chaperones
Ss01g13600.1	At5g45110	54.328	543	49	579	37	569	0	550	KOG0504	R	General function prediction only
Ss01g13610.1	At2g30800	60.053	1124	71	1167	1	1105	0	1351	KOG0920	A	RNA processing and modification
Ss02g28070.1	At1g61700	85.714	70	1	70	1	70	3.00E-42	132	KOG3497	K	Transcription
Ss02g28060.1	At3g63400	60.435	230	1	230	1	226	1.56E-85	284	KOG0865	O	Posttranslational modification, protein turnover, chaperones
Ss02g28080.1	At5g44370	67.273	440	4	435	5	432	0	615	KOG2532	G	Carbohydrate transport and metabolism
Ss02g28020.1	At2g26710	59.733	524	17	540	8	513	0	658	KOG0157	QI	Secondary metabolites biosynthesis, transport and catabolism; Lipid transport and metabolism
Ss02g28050.1	At3g15620	64.962	528	3	522	2	527	0	760	KOG0133	LT	Replication, recombination and repair; Signal transduction mechanisms
Ss07g33680.1	At2g21950	38.095	378	2	367	5	369	2.87E-69	223	KOG1072	R	General function prediction only
Ss07g33710.1	At3g62830	75.806	434	1	410	1	428	0	645	KOG1429	MG	Cell wall/membrane/envelope biogenesis; Carbohydrate transport and metabolism
Ss07g33730.1	At3g18020	45.96	594	21	607	93	669	4.75E-175	520	KOG4197	R	General function prediction only
Ss07g33720.1	At3g05560	82.812	128	1	128	1	124	1.69E-60	183	KOG3434	J	Translation, ribosomal structure and biogenesis
Ss11g11140.1	At1g77380	70.513	468	11	473	9	474	0	680	KOG1303	E	Amino acid transport and metabolism
Ss11g11190.1	At1g21640	61.154	901	100	977	1	868	0	1085	KOG2178	G	Carbohydrate transport and metabolism
Ss11g11180.1	At1g77320	49.68	469	15	476	2	430	1.34E-147	459	KOG1929	L	Replication, recombination and repair
Ss11g11210.1	At1g77330	49.068	322	1	283	1	314	1.58E-95	285	KOG0143	QR	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only
Ss08g09910.1	At5g12100	40.441	680	7	672	29	699	1.57E-160	484	KOG4197	R	General function prediction only
Ss08g09920.1	At4g39700	60.256	156	1	150	3	158	5.06E-59	181	KOG1603	P	Inorganic ion transport and metabolism
Ss08g09990.1	At1g72970	63.246	536	49	584	62	594	0	715	KOG1238	R	General function prediction only
Ss04g03670.1	At1g20220	47.423	194	27	219	19	212	5.90E-61	201	KOG2567	S	Function unknown
Ss04g03680.1	At2g17760	50.735	408	69	446	9	415	1.10E-132	394	KOG1339	O	Posttranslational modification, protein turnover, chaperones
Ss04g03690.1	At1g17840	49.02	612	79	675	50	648	0	561	KOG0061	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss01g20860.1	At5g53450	59.253	589	66	646	80	664	0	723	KOG0594	R	General function prediction only
Ss01g20840.1	At5g53430	47.325	1103	1	1032	1	1040	0	928	KOG1080	KB	Transcription; Chromatin structure and dynamics
Ss01g20830.1	At1g65930	87.042	409	1	409	1	408	0	761	KOG1526	C	Energy production and conversion
Ss01g20820.1	At2g32830	61.914	512	11	507	8	519	0	618	KOG0252	P	Inorganic ion transport and metabolism
Ss01g20790.1	At2g37990	47.436	78	1	78	250	323	4.37E-16	72.8	KOG1765	J	Translation, ribosomal structure and biogenesis
Ss01g20780.1	At4g27960	93.197	147	1	147	1	147	7.73E-102	289	KOG0417	O	Posttranslational modification, protein turnover, chaperones
Ss01g20770.1	7304024	33.537	164	136	298	1	164	2.20E-29	114	KOG4068	S	Function unknown
Ss04g09110.1	At5g16620	51.671	389	63	428	72	447	1.86E-106	323	KOG1308	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss04g09120.1	At2g27280	44.172	326	1	308	1	311	1.15E-63	215	KOG2117	S	Function unknown
Ss04g09130.1	At1g33980	44.363	408	1	393	25	401	1.15E-85	275	KOG1295	A	RNA processing and modification
Ss04g09070.1	At1g35470	52.412	456	19	452	30	477	9.03E-166	477	KOG1477	R	General function prediction only
Ss04g09080.1	At1g22930	47.257	1185	5	1157	7	1128	0	953	KOG1981	T	Signal transduction mechanisms
Ss04g09090.1	At5g08630	45.962	520	1	493	1	512	1.73E-140	427	KOG1245	B	Chromatin structure and dynamics
Ss04g09100.1	At5g47850	40.239	753	35	768	30	736	7.48E-159	481	KOG1187	T	Signal transduction mechanisms
Ss11g06550.1	At1g63020_1	50.794	63	32	94	43	105	6.00E-15	74.3	KOG0260	K	Transcription
Ss11g06570.1	At3g02060	63.719	769	68	830	71	822	0	1022	KOG0344	A	RNA processing and modification
Ss11g06590.1	At4g33950	47.436	78	131	208	4	81	7.51E-13	68.9	KOG0583	T	Signal transduction mechanisms
Ss11g06610.1	At3g26690	56.627	166	4	165	1	166	1.08E-59	187	KOG2839	T	Signal transduction mechanisms
Ss11g06600.1	At3g12280	51.343	968	2	935	96	1057	0	909	KOG1010	D	Cell cycle control, cell division, chromosome partitioning
Ss11g06620.1	At3g14390	73.913	483	2	482	3	484	0	746	KOG0622	E	Amino acid transport and metabolism
Ss07g11940.1	At1g48260	60.329	426	2	427	5	422	1.22E-174	498	KOG0583	T	Signal transduction mechanisms
Ss07g11930.1	At3g06430	65.011	463	53	513	18	471	0	640	KOG4197	R	General function prediction only
Ss07g11920.1	At3g53480	56.111	180	13	189	118	287	9.00E-56	191	KOG0065	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss07g11910.1	At3g53480	58.819	1457	4	1429	3	1450	0	1803	KOG0065	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss07g11900.1	At4g15230	53.211	763	231	977	1	681	0	755	KOG0065	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss07g11890.1	At3g53480	61.348	1410	61	1464	51	1450	0	1832	KOG0065	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g23850.1	At4g22360	52.841	176	174	342	172	345	6.00E-52	178	KOG1946	K	Transcription
Ss04g23840.1	At4g12590	87.149	249	1	249	1	246	4.27E-160	444	KOG3188	S	Function unknown
Ss04g23790.1	At3g49340	49.721	179	17	195	164	340	7.70E-60	191	KOG1543	O	Posttranslational modification, protein turnover, chaperones
Ss04g23770.1	At1g55120	51.756	541	39	569	39	571	0	571	KOG0228	G	Carbohydrate transport and metabolism
Ss04g23760.1	At5g45890	45.517	145	1	145	134	278	7.90E-40	138	KOG1543	O	Posttranslational modification, protein turnover, chaperones
Ss11g05180.1	AtCh053	92	100	1	100	61	160	7.13E-59	179	KOG4663	C	Energy production and conversion
Ss11g05120.1	At1g06820	82.643	507	55	560	73	579	0	885	KOG4254	H	Coenzyme transport and metabolism
Ss11g05110.1	At2g31870	43.103	58	3	60	863	920	3.62E-10	55.1	KOG2064	T	Signal transduction mechanisms
Ss11g05170.1	AtCh053	89.474	38	17	54	3	40	6.66E-20	78.2	KOG4663	C	Energy production and conversion
Ss11g05160.1	At5g06550	65.206	388	48	428	45	424	0	533	KOG2130	BT	Chromatin structure and dynamics; Signal transduction mechanisms
Ss05g16310.1	At1g07480	49.752	404	3	396	4	375	1.24E-83	261	KOG2652	K	Transcription
Ss05g16290.1	At3g23940	67.5	40	38	77	177	216	1.11E-11	60.5	KOG2448	E	Amino acid transport and metabolism
Ss05g16270.1	Hs4557761	42.692	951	16	942	9	927	0	722	KOG0219	L	Replication, recombination and repair
Ss05g16250.1	At5g42570	54.808	208	1	208	1	208	5.85E-76	230	KOG1962	V	Defense mechanisms
Ss05g16260.1	At3g20420	43.421	380	10	382	24	381	3.37E-96	293	KOG0701	A	RNA processing and modification
Ss05g23930.1	At1g71440	48.361	366	110	462	1	333	3.83E-110	333	KOG2982	S	Function unknown
Ss05g23950.1	At1g09630	79.63	216	5	220	3	216	1.96E-129	365	KOG0087	U	Intracellular trafficking, secretion, and vesicular transport
Ss05g23940.1	At4g17530	76.733	202	1	202	1	201	5.98E-117	332	KOG0084	UT	Intracellular trafficking, secretion, and vesicular transport; Signal transduction mechanisms
Ss05g23970.1	At1g76680	68.579	366	2	365	8	372	0	538	KOG0134	CR	Energy production and conversion; General function prediction only
Ss05g23990.1	At2g39990	68.364	275	16	290	19	293	6.41E-139	394	KOG2975	J	Translation, ribosomal structure and biogenesis
Ss05g23980.1	At3g07370	50	266	12	261	10	275	3.25E-84	254	KOG4642	O	Posttranslational modification, protein turnover, chaperones
Ss05g24010.1	At1g22860	48.953	1003	8	933	2	947	0	868	KOG2063	U	Intracellular trafficking, secretion, and vesicular transport
Ss10g13180.1	At3g19840	39.167	240	4	218	575	807	4.57E-48	170	KOG0155	K	Transcription
Ss10g13170.1	At3g54130	71.765	85	46	130	89	173	2.61E-40	137	KOG2935	R	General function prediction only
Ss10g13160.1	At3g19840	54.701	117	1	106	677	793	5.21E-36	134	KOG0155	K	Transcription
Ss10g13220.1	At1g77670	36.242	149	19	164	71	219	1.69E-25	104	KOG0257	E	Amino acid transport and metabolism
Ss10g13200.1	At1g61870	28.495	372	28	392	35	388	5.44E-34	132	KOG4197	R	General function prediction only
Ss10g13240.1	At1g09820	42.004	519	58	568	90	606	8.24E-147	437	KOG4197	R	General function prediction only
Ss07g00890.1	At1g48590	51.553	161	1	161	22	182	2.14E-58	181	KOG1030	R	General function prediction only
Ss01g18140.1	At4g18050	43.077	65	10	74	12	76	3.99E-13	64.3	KOG0055	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss10g09600.1	At3g54660	78.87	478	68	545	77	551	0	800	KOG0405	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss10g09620.1	At4g30000	64.756	471	63	532	82	552	0	650	KOG2544	H	Coenzyme transport and metabolism
Ss10g09580.1	At1g08230	33.168	404	56	444	24	422	7.25E-69	226	KOG1303	E	Amino acid transport and metabolism
Ss01g41010.1	At3g14470	32.839	472	5	461	36	488	3.71E-61	218	KOG4658	T	Signal transduction mechanisms
Ss03g02080.1	At1g17880	79.221	154	1	154	1	150	9.96E-83	242	KOG2240	K	Transcription
Ss03g02070.1	At5g04800	78.986	138	1	134	1	138	4.60E-76	223	KOG0187	J	Translation, ribosomal structure and biogenesis
Ss03g02130.1	At5g09860	63.328	589	44	616	1	566	0	752	KOG2491	Y	Nuclear structure
Ss03g02120.1	At4g33090	51.786	56	36	91	346	401	3.25E-10	57.8	KOG1046	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss01g40990.1	At3g55360	79.677	310	1	310	1	310	0	548	KOG1639	I	Lipid transport and metabolism
Ss01g40980.1	At2g39550	63.081	344	4	347	29	371	3.11E-157	447	KOG0367	O	Posttranslational modification, protein turnover, chaperones
Ss01g40970.1	At5g10480	57	200	1	200	1	191	5.16E-67	207	KOG3187	R	General function prediction only
Ss06g21460.1	At1g11600	61.089	514	2	512	1	509	0	657	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss01g40950.1	At2g28800	71.111	405	6	403	17	409	0	569	KOG1239	UO	Intracellular trafficking, secretion, and vesicular transport; Posttranslational modification, protein turnover, chaperones
Ss11g14130.1	At1g03280	55.165	455	3	424	12	454	8.17E-163	471	KOG2593	K	Transcription
Ss11g14120.1	At2g26780	55.256	1408	418	1809	361	1728	0	1555	KOG0915	S	Function unknown
Ss06g21390.1	At1g11660	52.85	772	1	741	1	770	0	830	KOG0103	O	Posttranslational modification, protein turnover, chaperones
Ss06g21400.1	At1g25430	27.329	161	6	159	4	157	7.96E-06	46.6	KOG1075	R	General function prediction only
Ss01g32350.1	At3g62030	66.82	217	73	286	44	260	7.22E-102	299	KOG0880	O	Posttranslational modification, protein turnover, chaperones
Ss01g32330.1	At1g09540	54.167	264	1	254	1	239	5.90E-86	267	KOG0048	K	Transcription
Ss11g14190.1	At5g07040	50	160	23	168	9	159	4.87E-40	134	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss11g01150.1	At3g46530	25.436	861	16	830	9	823	1.90E-63	232	KOG4658	T	Signal transduction mechanisms
Ss11g01140.1	At3g46730	29.439	856	5	829	1	806	1.95E-70	251	KOG4658	T	Signal transduction mechanisms
Ss11g07020.1	At1g64190	72.257	483	15	496	8	486	0	715	KOG2653	G	Carbohydrate transport and metabolism
Ss06g14350.1	At1g06230	44.513	483	103	563	235	697	2.91E-102	329	KOG1474	K	Transcription
Ss06g14390.1	At2g45120	28.488	172	42	182	148	314	4.32E-12	64.7	KOG1721	R	General function prediction only
Ss06g14410.1	At2g42360	39.394	132	38	164	42	155	1.26E-18	85.5	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss06g14420.1	At2g35000	36.486	148	53	197	59	199	1.12E-18	84.3	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss10g06000.1	At4g05000	65.258	213	1	213	1	208	8.78E-105	301	KOG3284	U	Intracellular trafficking, secretion, and vesicular transport
Ss10g05990.1	At5g51820	83.333	558	45	602	66	623	0	978	KOG0625	G	Carbohydrate transport and metabolism
Ss10g06020.1	At4g36480	67.949	468	29	496	14	473	0	670	KOG1358	O	Posttranslational modification, protein turnover, chaperones
Ss10g06010.1	At1g13080	38.71	496	9	488	8	496	3.94E-118	357	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss10g06030.1	At2g18600	78.919	185	63	245	1	185	1.58E-107	309	KOG0420	O	Posttranslational modification, protein turnover, chaperones
Ss10g06080.1	At3g26320	40.041	492	17	502	15	493	9.98E-124	372	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss10g06070.1	At4g33720	53.503	157	9	165	10	163	9.67E-55	171	KOG3017	S	Function unknown
Ss07g07350.1	At1g69850	33.212	551	9	499	52	594	4.88E-90	289	KOG1237	E	Amino acid transport and metabolism
Ss07g07320.1	At1g65480	68.047	169	3	171	6	174	1.66E-87	255	KOG3346	R	General function prediction only
Ss07g07310.1	At4g36720	49.296	71	27	97	20	74	2.03E-16	72.4	KOG1725	U	Intracellular trafficking, secretion, and vesicular transport
Ss07g07290.1	At2g22410	40.127	628	4	623	35	658	6.67E-166	491	KOG4197	R	General function prediction only
Ss07g07280.1	At1g05800_1	58.217	359	63	415	80	438	4.05E-157	453	KOG4569	I	Lipid transport and metabolism
Ss07g07370.1	At1g05870	61.364	132	63	189	52	182	5.63E-51	164	KOG4197	R	General function prediction only
Ss02g17580.1	At1g09900	54.043	507	46	546	93	598	0	587	KOG4197	R	General function prediction only
Ss02g17610.1	At5g06710	61.594	138	142	279	68	201	4.97E-51	168	KOG0483	K	Transcription
Ss02g17600.1	At2g41970	73.901	364	1	359	1	363	0	535	KOG1187	T	Signal transduction mechanisms
Ss10g08370.1	At1g72330	77.197	478	5	482	63	540	0	786	KOG0258	E	Amino acid transport and metabolism
Ss10g08400.1	At1g72320	35.737	638	78	629	86	702	3.50E-112	357	KOG2188	J	Translation, ribosomal structure and biogenesis
Ss10g08350.1	At3g60660	47.222	108	12	118	164	265	1.76E-18	79.7	KOG4832	S	Function unknown
Ss02g09240.1	At1g68690	60.314	446	223	662	267	704	0	544	KOG1187	T	Signal transduction mechanisms
Ss02g09260.1	At5g14780	77.749	382	1	375	3	384	0	585	KOG0069	C	Energy production and conversion
Ss02g09250.1	At5g10330	72.346	405	13	412	9	411	0	598	KOG0633	E	Amino acid transport and metabolism
Ss02g09200.1	At1g55350	68.395	2199	1	2161	1	2143	0	2947	KOG0045	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss02g09220.1	At5g13450	49.356	233	5	232	4	235	1.79E-78	237	KOG1662	C	Energy production and conversion
Ss02g09280.1	At3g27970	66.762	349	3	340	5	351	6.99E-175	490	KOG2249	L	Replication, recombination and repair
Ss06g24750.1	At2g31820	62.15	428	102	529	222	640	1.10E-179	525	KOG0504	R	General function prediction only
Ss06g24710.1	At5g42270	85.145	653	29	680	62	704	0	1069	KOG0731	O	Posttranslational modification, protein turnover, chaperones
Ss06g24730.1	At2g45230	35.417	96	1	96	1	96	2.49E-15	72	KOG1075	R	General function prediction only
Ss03g36390.1	At5g12190	78.226	124	1	122	1	124	2.68E-66	197	KOG0114	R	General function prediction only
Ss03g36380.1	At5g20180	41.748	103	1	90	1	103	3.66E-19	76.3	KOG4122	J	Translation, ribosomal structure and biogenesis
Ss03g36400.1	At2g38730	80	200	3	202	2	199	8.91E-119	336	KOG0879	O	Posttranslational modification, protein turnover, chaperones
Ss03g36340.1	At5g27540	66.821	648	5	648	2	648	0	872	KOG1707	V	Defense mechanisms
Ss03g36360.1	At2g47170	97.79	181	1	181	1	181	6.30E-132	368	KOG0070	U	Intracellular trafficking, secretion, and vesicular transport
Ss03g36420.1	At2g41130	49.735	189	51	239	55	227	1.33E-48	162	KOG3561	K	Transcription
Ss08g04700.1	At2g16570	58.242	364	26	370	76	434	2.31E-142	419	KOG0572	F	Nucleotide transport and metabolism
Ss04g15060.1	Hs21389469	52.83	53	61	113	66	118	1.69E-15	70.5	KOG4149	S	Function unknown
Ss05g07330.1	At5g21090	79.717	212	1	212	11	217	4.33E-118	335	KOG0619	R	General function prediction only
Ss05g07250.1	At5g54160	46.749	323	12	334	14	333	8.56E-106	315	KOG3178	R	General function prediction only
Ss05g07240.1	At3g05350	72.414	29	120	148	465	493	3.79E-06	47.4	KOG2413	E	Amino acid transport and metabolism
Ss05g07270.1	At3g48730	77.966	472	7	478	2	472	0	764	KOG1401	E	Amino acid transport and metabolism
Ss05g07260.1	At3g14470	34.758	1076	3	1049	4	1042	1.62E-180	558	KOG4658	T	Signal transduction mechanisms
Ss05g07290.1	At5g12180	58.473	537	1	467	1	525	0	597	KOG0032	T	Signal transduction mechanisms
Ss05g07310.1	At1g66980_2	52.532	316	29	332	11	321	2.06E-121	354	KOG1187	T	Signal transduction mechanisms
Ss02g05490.1	At5g67050	48.352	455	12	457	13	458	3.49E-151	441	KOG4569	I	Lipid transport and metabolism
Ss02g05480.1	At5g08640	55.357	336	3	335	2	334	1.15E-131	380	KOG0143	QR	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only
Ss02g05470.1	At5g08640	57.818	275	10	283	60	334	1.58E-115	337	KOG0143	QR	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only
Ss02g05500.1	At5g42920	52.886	745	41	770	35	774	0	682	KOG2216	S	Function unknown
Ss11g13380.1	At3g52890	64.182	483	333	796	457	934	0	619	KOG0610	R	General function prediction only
Ss11g13370.1	At5g07720	68.483	422	4	424	29	438	0	623	KOG4748	MG	Cell wall/membrane/envelope biogenesis; Carbohydrate transport and metabolism
Ss02g15470.1	At3g56120	59.3	457	4	456	2	446	0	550	KOG2078	A	RNA processing and modification
Ss02g15440.1	At1g73180	63.03	495	3	497	2	489	0	666	KOG2315	J	Translation, ribosomal structure and biogenesis
Ss02g15420.1	At3g54420	63.504	274	1	271	1	273	1.05E-127	365	KOG4742	R	General function prediction only
Ss02g15410.1	At3g54420	63.004	273	1	270	1	273	2.31E-127	363	KOG4742	R	General function prediction only
Ss02g10330.1	At4g21200	46.608	339	10	341	2	289	9.71E-103	305	KOG0143	QR	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only
Ss02g10350.1	At5g09350	57.812	64	14	61	964	1027	2.83E-16	73.9	KOG0903	UT	Intracellular trafficking, secretion, and vesicular transport; Signal transduction mechanisms
Ss02g25000.1	At1g52250	68.085	94	1	94	1	94	4.16E-45	142	KOG3430	Z	Cytoskeleton
Ss02g24930.1	At4g25340	75.51	49	70	118	413	461	4.75E-18	82.4	KOG0552	O	Posttranslational modification, protein turnover, chaperones
Ss02g24920.1	At2g38170	54.137	423	22	442	26	441	9.89E-147	427	KOG1397	P	Inorganic ion transport and metabolism
Ss02g24950.1	At4g25340	57.895	133	202	332	358	487	1.82E-38	144	KOG0552	O	Posttranslational modification, protein turnover, chaperones
Ss02g24980.1	At1g09820	35.354	99	164	262	329	427	1.51E-12	69.7	KOG4197	R	General function prediction only
Ss02g24970.1	At3g59080	52.174	529	9	494	9	535	0	526	KOG1339	O	Posttranslational modification, protein turnover, chaperones
Ss03g12780.1	At5g14040	73.355	304	46	349	62	365	5.49E-171	483	KOG0767	C	Energy production and conversion
Ss03g12700.1	At5g18110	66.667	129	22	150	14	139	1.88E-59	184	KOG1669	J	Translation, ribosomal structure and biogenesis
Ss03g12690.1	At1g77620	27.008	1133	197	1258	107	1148	8.84E-85	302	KOG1968	L	Replication, recombination and repair
Ss03g12750.1	At5g09320_1	60.156	384	20	400	11	377	3.31E-157	456	KOG2319	U	Intracellular trafficking, secretion, and vesicular transport
Ss07g08770.1	At5g48030	53.646	384	58	424	80	457	1.20E-132	390	KOG0715	O	Posttranslational modification, protein turnover, chaperones
Ss03g18460.1	At4g11880	88.333	60	1	60	1	60	2.92E-31	113	KOG0014	K	Transcription
Ss03g18450.1	At3g24790	63.636	308	83	389	36	342	2.56E-141	412	KOG1187	T	Signal transduction mechanisms
Ss03g18480.1	At2g40830	48.462	260	2	258	25	282	1.79E-73	229	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss01g41520.1	At5g58900	57.328	232	1	218	1	224	3.14E-73	228	KOG0724	O	Posttranslational modification, protein turnover, chaperones
Ss03g18420.1	At3g56510	54.299	221	135	338	46	266	5.89E-77	238	KOG3152	K	Transcription
Ss03g18440.1	At3g12390	78.431	204	1	202	1	203	1.33E-79	237	KOG2239	K	Transcription
Ss01g41460.1	At3g55600_2	36.4	250	32	271	10	248	2.19E-36	131	KOG2536	C	Energy production and conversion
Ss01g41490.1	At3g55640	63.665	322	1	316	3	322	1.18E-140	402	KOG0752	C	Energy production and conversion
Ss01g41470.1	At3g55600_2	49.798	247	19	262	13	248	2.13E-70	218	KOG2536	C	Energy production and conversion
Ss08g00100.1	At5g43970	70.238	84	8	84	10	93	3.33E-32	109	KOG4111	U	Intracellular trafficking, secretion, and vesicular transport
Ss05g21410.1	At5g48670	48.466	163	1	163	1	162	5.99E-43	150	KOG0014	K	Transcription
Ss09g10690.1	At1g06330	40.278	72	6	74	25	96	2.80E-13	62	KOG1603	P	Inorganic ion transport and metabolism
Ss09g10650.1	At5g42820	71.277	282	1	277	1	282	3.37E-127	364	KOG2202	A	RNA processing and modification
Ss09g10640.1	At5g09590	78.363	684	1	675	1	682	0	1083	KOG0102	O	Posttranslational modification, protein turnover, chaperones
Ss09g10670.1	At1g20930	79.461	297	1	297	13	309	0	504	KOG0594	R	General function prediction only
Ss09g10660.1	At1g76520	52.812	409	3	411	4	387	1.92E-154	443	KOG2722	S	Function unknown
Ss09g10610.1	At1g76490	72.86	549	18	558	42	584	0	800	KOG2480	I	Lipid transport and metabolism
Ss09g10630.1	At2g33590	52.336	321	9	328	5	321	4.09E-107	317	KOG1502	V	Defense mechanisms
Ss09g10620.1	At2g33590	53.822	314	9	321	7	320	9.17E-114	334	KOG1502	V	Defense mechanisms
Ss02g32260.1	At1g44900	51.337	187	1	159	736	922	4.51E-54	184	KOG0477	L	Replication, recombination and repair
Ss02g32230.1	At2g43760	54.891	184	1	175	1	183	8.40E-69	210	KOG3307	H	Coenzyme transport and metabolism
Ss02g32210.1	At2g06990	73.555	1021	67	1074	1	996	0	1548	KOG0948	A	RNA processing and modification
Ss02g32280.1	At2g07050	55.556	531	189	717	224	754	0	650	KOG0497	I	Lipid transport and metabolism
Ss02g32270.1	At2g47610	82.203	118	238	355	140	257	1.80E-65	209	KOG3166	J	Translation, ribosomal structure and biogenesis
Ss05g21350.1	At1g57560	81.046	153	1	153	1	152	5.60E-87	268	KOG0048	K	Transcription
Ss02g05560.1	At2g15620	74.276	587	3	588	2	586	0	922	KOG0560	P	Inorganic ion transport and metabolism
Ss02g05570.1	At5g42890	70.833	120	3	121	4	123	3.91E-59	179	KOG4170	I	Lipid transport and metabolism
Ss02g05580.1	At4g25000	59.288	393	16	401	39	427	5.90E-172	488	KOG0471	G	Carbohydrate transport and metabolism
Ss02g05590.1	At4g25000	59.353	433	1	425	1	428	0	528	KOG0471	G	Carbohydrate transport and metabolism
Ss03g11940.1	At5g17330	82.47	502	1	488	1	502	0	869	KOG1383	E	Amino acid transport and metabolism
