Gene_ID	NR_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss06g13720.1	ABD42936.1	90.2	61	1	61	32	92	1.30E-22	110.9	ABD42936.1 ribosomal protein S14, partial (mitochondrion) [Flagellaria indica]
Ss06g13770.1	ADB85373.1	42.4	144	3	143	1182	1324	2.60E-23	114	ADB85373.1 putative transposon protein, partial [Phyllostachys edulis]
Ss06g13760.1	XP_014753545.1	80.2	338	1	329	1	338	3.10E-155	553.1	XP_014753545.1 uncharacterized protein LOC100821184 [Brachypodium distachyon]
Ss01g40830.1	XP_025803881.1	59.8	97	1	94	1	92	2.60E-18	99	XP_025803881.1 receptor kinase-like protein Xa21 [Panicum hallii]
Ss01g40840.1	OEL31414.1	70	100	1	100	441	540	3.00E-32	142.9	OEL31414.1 MDIS1-interacting receptor like kinase 2 [Dichanthelium oligosanthes]
Ss01g40790.1	XP_025815188.1	61.5	421	629	1048	640	1052	3.90E-143	514.6	XP_025815188.1 receptor kinase-like protein Xa21 [Panicum hallii]
Ss01g40800.1	XP_022682123.1	65.9	419	630	1048	630	1042	6.70E-159	567	XP_022682123.1 probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Setaria italica]
Ss01g40810.1	EAY87036.1	55.4	56	1	55	1	56	1.30E-09	67.4	EAY87036.1 hypothetical protein OsI_08435 [Oryza sativa Indica Group]
Ss01g40820.1	XP_025815193.1	68.6	408	680	1078	630	1037	6.60E-154	550.4	XP_025815193.1 probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Panicum hallii]
Ss01g40750.1	OEL17646.1	47.4	215	39	223	9	214	3.50E-49	200.3	OEL17646.1 hypothetical protein BAE44_0021335 [Dichanthelium oligosanthes]
Ss01g40760.1	XP_004964986.1	99.2	130	1	130	1	130	1.10E-68	264.2	XP_004964986.1 40S ribosomal protein S15a-1 isoform X2 [Setaria italica]
Ss01g40770.1	RRT42853.1	100	89	63	151	69	157	1.50E-40	171	RRT42853.1 hypothetical protein B296_00044671 [Ensete ventricosum]
Ss01g40780.1	XP_020165873.1	73.6	1040	4	1043	10	1036	4.20E-166	590.9	XP_020165873.1 probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Aegilops tauschii subsp. tauschii]
Ss01g43270.1	RLM91613.1	84.3	362	1	359	1	360	5.40E-105	386.3	RLM91613.1 hypothetical protein C2845_PM08G07110 [Panicum miliaceum]
Ss01g43280.1	XP_025814964.1	56.6	242	9	249	28	268	1.90E-67	261.2	XP_025814964.1 aquaporin NIP4-1-like [Panicum hallii]
Ss01g43250.1	ABA99600.2	36.2	130	3	126	1299	1427	1.10E-13	81.6	ABA99600.2 retrotransposon protein, putative, unclassified [Oryza sativa Japonica Group]
Ss01g43260.1	RLM75610.1	78.9	204	1	203	8	211	6.30E-74	282.3	RLM75610.1 hypothetical protein C2845_PM15G26810 [Panicum miliaceum]
Ss01g43230.1	XP_015647310.1	42.7	375	35	401	35	385	4.00E-64	250.8	XP_015647310.1 uncharacterized protein LOC4325217 [Oryza sativa Japonica Group]
Ss01g43240.1	AGT16143.1	67.9	190	71	255	159	346	2.20E-41	174.9	AGT16143.1 nucleic acid binding protein [Saccharum hybrid cultivar R570]
Ss01g43210.1	XP_020182225.1	42	205	2	150	53	257	2.70E-27	127.1	XP_020182225.1 F-box/LRR-repeat protein At3g48880-like [Aegilops tauschii subsp. tauschii]
Ss01g43220.1	XP_002462619.2	44	359	39	396	58	380	4.70E-65	253.8	XP_002462619.2 uncharacterized protein LOC8058965 [Sorghum bicolor]
Ss01g43290.1	XP_003566511.1	71.6	264	115	375	112	375	2.00E-97	361.3	XP_003566511.1 uncharacterized protein LOC100838889 [Brachypodium distachyon]
Ss03g26810.1	XP_004982301.1	47.3	353	1	246	1	353	2.70E-63	247.3	XP_004982301.1 7-methylguanosine phosphate-specific 5'-nucleotidase A isoform X1 [Setaria italica]
Ss03g26820.1	XP_004982299.1	76.5	774	1	766	1	760	0.00E+00	1103.6	XP_004982299.1 uncharacterized protein LOC101774301 [Setaria italica]
Ss07g26930.1	XP_025804652.1	88	100	1	100	1	100	7.90E-46	188	XP_025804652.1 ubiquitin-related modifier 1 homolog [Panicum hallii]
Ss09g17160.1	OEL26830.1	79.6	632	1	632	1	629	1.20E-262	911	OEL26830.1 Signal recognition particle subunit SRP72 [Dichanthelium oligosanthes]
Ss09g17150.1	PUZ53584.1	62.7	292	96	379	1	283	2.50E-71	274.6	PUZ53584.1 hypothetical protein GQ55_5G062900 [Panicum hallii var. hallii]
Ss03g26830.1	XP_016476856.1	82	128	86	213	240	367	3.90E-50	203.4	XP_016476856.1 PREDICTED: polyubiquitin-like [Nicotiana tabacum]
Ss09g17080.1	XP_008670031.1	84	100	177	276	160	259	1.60E-40	171.8	XP_008670031.1 histone H2B.5 [Zea mays]
Ss04g12100.1	PUZ47664.1	77.8	288	1	268	1	287	1.10E-121	441.4	PUZ47664.1 hypothetical protein GQ55_7G184800 [Panicum hallii var. hallii]
Ss09g17100.1	XP_009396172.1	84.8	79	4	82	34	112	2.60E-18	96.3	XP_009396172.1 PREDICTED: polcalcin Phl p 7-like [Musa acuminata subsp. malaccensis]
Ss09g17090.1	XP_021307913.1	78.3	423	1	420	1	420	4.20E-189	666	XP_021307913.1 ACT domain-containing protein ACR10 [Sorghum bicolor]
Ss09g17120.1	XP_015636169.1	65.7	137	1	135	85	209	1.90E-36	157.5	XP_015636169.1 V-type proton ATPase subunit D [Oryza sativa Japonica Group]
Ss09g17110.1	RCV32344.1	63.9	588	1	562	1	585	3.10E-163	580.5	RCV32344.1 hypothetical protein SETIT_6G251500v2 [Setaria italica]
Ss09g17140.1	XP_004956249.1	62.6	465	1	453	1	457	2.10E-154	550.8	XP_004956249.1 uncharacterized protein LOC101775329 [Setaria italica]
Ss04g12110.1	XP_003579984.1	80.6	108	2	108	3	110	1.10E-40	171	XP_003579984.1 protein MHF2 homolog [Brachypodium distachyon]
Ss04g12120.1	RLM73846.1	80.4	312	113	413	137	448	3.00E-102	377.5	RLM73846.1 hypothetical protein C2845_PM15G12040 [Panicum miliaceum]
Ss04g12130.1	XP_025825340.1	72.7	1251	5	1221	9	1258	0.00E+00	1690.2	XP_025825340.1 putative multidrug resistance protein [Panicum hallii]
Ss01g37720.1	AAT85026.1	38.1	294	3	293	18	302	4.60E-49	200.3	AAT85026.1 hypothetical protein [Oryza sativa Japonica Group]
Ss01g37730.1	XP_015632490.1	85.3	232	19	248	39	270	1.20E-103	381.3	XP_015632490.1 MADS-box transcription factor 3 isoform X1 [Oryza sativa Japonica Group]
Ss01g37710.1	XP_006643881.2	44.8	850	5	820	7	824	3.60E-128	464.5	XP_006643881.2 PREDICTED: uncharacterized protein LOC102705569 [Oryza brachyantha]
Ss01g37690.1	XP_022684026.1	56.7	268	5	264	2	269	3.80E-87	326.6	XP_022684026.1 uncharacterized protein LOC101759812 isoform X1 [Setaria italica]
Ss01g37700.1	XP_006643881.2	49.5	850	5	827	7	828	3.10E-135	488	XP_006643881.2 PREDICTED: uncharacterized protein LOC102705569 [Oryza brachyantha]
Ss01g37670.1	XP_003565212.1	90.3	483	50	532	1	483	1.10E-263	914.1	XP_003565212.1 serine/threonine-protein phosphatase 5 [Brachypodium distachyon]
Ss01g37680.1	XP_020395809.1	66.3	252	1	250	1	237	2.30E-79	301.2	XP_020395809.1 B-box zinc finger protein 22 [Zea mays]
Ss01g37650.1	OEL25516.1	78.6	290	1	283	1	287	1.50E-118	431	OEL25516.1 Aquaporin NIP1-2 [Dichanthelium oligosanthes]
Ss01g37660.1	RCV25156.1	83.8	173	2	173	41	213	1.60E-81	307.4	RCV25156.1 hypothetical protein SETIT_5G143500v2 [Setaria italica]
Ss02g03470.1	XP_004954251.1	86.8	447	1	439	1	446	2.20E-169	600.5	XP_004954251.1 COBW domain-containing protein 1 [Setaria italica]
Ss01g07440.1	PUZ53751.1	75.9	523	2	524	21	525	2.20E-227	793.5	PUZ53751.1 hypothetical protein GQ55_5G075600 [Panicum hallii var. hallii]
Ss02g03390.1	RLN31236.1	33.7	483	8	465	26	493	5.70E-54	217.2	RLN31236.1 uncharacterized protein C2845_PM05G09880 [Panicum miliaceum]
Ss01g07360.1	XP_015651164.1	75.9	663	1	646	1	650	1.20E-264	917.5	XP_015651164.1 uncharacterized protein LOC4324768 [Oryza sativa Japonica Group]
Ss01g07390.1	NP_001333910.1	88.9	485	54	538	59	543	1.60E-249	867.1	NP_001333910.1 amidophosphoribosyltransferase, chloroplastic-like [Zea mays]
Ss01g07380.1	OEL29039.1	88.2	357	1	356	1	356	5.10E-172	609	OEL29039.1 putative magnesium transporter NIPA6 [Dichanthelium oligosanthes]
Ss01g07410.1	EEC71883.1	74.6	547	1	546	1	544	3.70E-230	802.7	EEC71883.1 hypothetical protein OsI_04614 [Oryza sativa Indica Group]
Ss01g07400.1	EEC71885.1	85.8	499	1	490	1	498	1.00E-247	860.9	EEC71885.1 hypothetical protein OsI_04617 [Oryza sativa Indica Group]
Ss01g07430.1	XP_024314376.1	75.1	547	1	547	1	544	9.50E-234	814.7	XP_024314376.1 protein NRT1/ PTR FAMILY 5.10 [Brachypodium distachyon]
Ss01g07420.1	EEC71883.1	67.1	319	73	365	146	464	2.70E-115	420.6	EEC71883.1 hypothetical protein OsI_04614 [Oryza sativa Indica Group]
Ss06g03680.1	XP_021306155.1	58.3	115	78	183	39	152	3.70E-27	127.1	XP_021306155.1 uncharacterized protein LOC8071321 [Sorghum bicolor]
Ss06g03670.1	XP_021305056.1	67	355	1	305	1	351	1.50E-124	451.1	XP_021305056.1 cysteine synthase [Sorghum bicolor]
Ss06g03720.1	XP_015642973.1	68.5	111	1	109	1	110	4.60E-35	152.9	XP_015642973.1 putrescine hydroxycinnamoyltransferase 1-like [Oryza sativa Japonica Group]
Ss09g10540.1	ALA56295.1	30.7	75	9	83	642	716	4.00E-06	55.8	ALA56295.1 reverse transcriptase, partial [Leersia perrieri]
Ss01g02770.1	BAD87875.1	78.5	293	2	293	9	301	3.00E-133	479.9	BAD87875.1 putative phytochromobilin synthase [Oryza sativa Japonica Group]
Ss01g02760.1	XP_025816761.1	65.8	73	1	71	1	73	2.30E-14	84.3	XP_025816761.1 probable calcium-binding protein CML10 [Panicum hallii]
Ss01g02750.1	OEL28585.1	66.5	227	1	227	1135	1361	5.00E-88	329.3	OEL28585.1 putative glutathione S-transferase [Dichanthelium oligosanthes]
Ss02g16630.1	XP_025816526.1	73.4	606	1	606	1105	1702	2.00E-256	890.2	XP_025816526.1 protein PHYLLO, chloroplastic isoform X3 [Panicum hallii]
Ss01g02810.1	RLM60993.1	80.1	668	70	736	5	670	5.60E-290	1001.9	RLM60993.1 U-box domain-containing protein 43-like [Panicum miliaceum]
Ss01g02800.1	RLN25423.1	82.1	507	1	503	1	507	7.90E-211	738.4	RLN25423.1 TRAF transcription factor [Panicum miliaceum]
Ss01g02790.1	XP_025819676.1	64.7	357	104	455	60	410	2.70E-125	454.1	XP_025819676.1 protein OSB4, chloroplastic-like [Panicum hallii]
Ss01g02780.1	XP_004971248.1	61.1	193	1	191	1	178	3.90E-44	183.3	XP_004971248.1 probable calcium-binding protein CML35 [Setaria italica]
Ss01g02830.1	EEC72155.1	82.6	258	1	258	1	253	6.40E-124	448.7	EEC72155.1 hypothetical protein OsI_05189 [Oryza sativa Indica Group]
Ss01g02820.1	XP_020150510.1	84.5	284	2	285	3	286	2.40E-127	460.3	XP_020150510.1 pyrroline-5-carboxylate reductase [Aegilops tauschii subsp. tauschii]
Ss02g16660.1	XP_003579933.1	80.6	381	1	380	1	378	3.10E-191	672.9	XP_003579933.1 agmatine deiminase [Brachypodium distachyon]
Ss02g16650.1	RLM80637.1	86.5	311	1	305	1	311	1.00E-152	544.7	RLM80637.1 ASC1-like protein 1 [Panicum miliaceum]
Ss01g20030.1	RLN22847.1	39.5	281	109	370	86	357	2.30E-38	165.2	RLN22847.1 hypothetical protein C2845_PM07G17450 [Panicum miliaceum]
Ss01g20040.1	YP_009135467.1	79.2	510	1	440	1	508	2.80E-228	796.2	YP_009135467.1 photosystem II 47 kDa protein (plastid) [Olmeca reflexa]
Ss01g20050.1	RLN22847.1	44.4	117	1	114	209	319	9.40E-14	82	RLN22847.1 hypothetical protein C2845_PM07G17450 [Panicum miliaceum]
Ss01g19990.1	XP_006644489.1	78.1	187	1	180	1	181	4.10E-53	213	XP_006644489.1 PREDICTED: 60S ribosomal protein L18a-like protein [Oryza brachyantha]
Ss01g20000.1	XP_015639994.1	94.9	178	38	215	1	178	4.00E-95	352.8	XP_015639994.1 60S ribosomal protein L18a-like [Oryza sativa Japonica Group]
Ss01g20010.1	XP_025814861.1	89.5	876	1	869	1	876	0.00E+00	1568.9	XP_025814861.1 protein VACUOLELESS1 [Panicum hallii]
Ss01g20020.1	RLN13672.1	65.2	69	4	72	8	76	1.70E-18	96.7	RLN13672.1 hypothetical protein C2845_PM09G06690 [Panicum miliaceum]
Ss01g20060.1	RLN22847.1	42.5	219	130	344	107	319	5.50E-38	164.1	RLN22847.1 hypothetical protein C2845_PM07G17450 [Panicum miliaceum]
Ss01g20070.1	BAF10691.1	75.8	297	37	330	118	411	4.10E-128	464.2	BAF10691.1 Os03g0119100, partial [Oryza sativa Japonica Group]
Ss11g11780.1	XP_004977265.1	80.4	545	52	589	46	590	2.30E-249	866.7	XP_004977265.1 putative CCA tRNA nucleotidyltransferase 2 [Setaria italica]
Ss11g11790.1	XP_004977263.1	79.9	422	5	412	5	426	2.00E-196	690.3	XP_004977263.1 alpha-(1,4)-fucosyltransferase [Setaria italica]
Ss11g11710.1	XP_015697575.1	82.4	459	81	539	5	461	4.60E-225	785.8	XP_015697575.1 PREDICTED: uncharacterized protein At1g04910-like, partial [Oryza brachyantha]
Ss11g11720.1	XP_012704093.1	69.2	517	1	511	1	495	1.40E-178	631.3	XP_012704093.1 LOW QUALITY PROTEIN: cleavage stimulating factor 64-like [Setaria italica]
Ss11g11730.1	XP_015698230.1	73.6	303	2	278	274	575	2.10E-95	354.4	XP_015698230.1 PREDICTED: dystrophia myotonica WD repeat-containing protein-like [Oryza brachyantha]
Ss11g11740.1	PUZ43918.1	92.8	1155	1	1155	1	1154	0.00E+00	2059.6	PUZ43918.1 hypothetical protein GQ55_8G045300 [Panicum hallii var. hallii]
Ss11g11750.1	XP_020166466.1	85.9	128	76	197	89	216	1.00E-34	152.9	XP_020166466.1 transcription factor PCF3-like [Aegilops tauschii subsp. tauschii]
Ss11g11760.1	EEC77095.1	43.7	135	1	135	508	642	8.00E-23	112.1	EEC77095.1 hypothetical protein OsI_15508 [Oryza sativa Indica Group]
Ss11g11770.1	XP_006662773.1	89.1	551	1	551	1	548	3.80E-299	1031.9	XP_006662773.1 PREDICTED: probable alkaline/neutral invertase F [Oryza brachyantha]
Ss08g16810.1	OEL37665.1	79.1	91	1	91	1	90	4.30E-28	129.4	OEL37665.1 Microtubule-associated protein 70-3 [Dichanthelium oligosanthes]
Ss08g16800.1	PUZ46066.1	61.7	209	46	235	47	255	5.00E-59	233	PUZ46066.1 hypothetical protein GQ55_7G017800 [Panicum hallii var. hallii]
Ss08g16760.1	RCV30090.1	36.9	176	5	180	6	179	2.50E-24	117.5	RCV30090.1 hypothetical protein SETIT_6G066300v2 [Setaria italica]
Ss08g16750.1	XP_015649651.1	32.9	158	24	177	29	186	5.70E-18	96.3	XP_015649651.1 uncharacterized protein LOC9271298 [Oryza sativa Japonica Group]
Ss08g16740.1	XP_020195385.1	33.9	180	7	183	4	180	7.10E-16	89.4	XP_020195385.1 uncharacterized protein LOC109781194 [Aegilops tauschii subsp. tauschii]
Ss08g16730.1	XP_003573376.1	78.2	769	2	767	6	771	0.00E+00	1182.9	XP_003573376.1 lysine-specific histone demethylase 1 homolog 2 [Brachypodium distachyon]
Ss08g16790.1	RLN04041.1	85.2	514	1	512	1	514	9.20E-255	884.4	RLN04041.1 aromatic-L-amino-acid decarboxylase-like [Panicum miliaceum]
Ss08g16780.1	XP_025822677.1	97.3	188	42	229	43	230	1.70E-99	367.5	XP_025822677.1 vesicle-associated protein 4-1-like [Panicum hallii]
Ss08g16770.1	XP_015650192.1	89	580	1	579	1	580	0.00E+00	1079.3	XP_015650192.1 external alternative NAD(P)H-ubiquinone oxidoreductase B2, mitochondrial [Oryza sativa Japonica Group]
Ss07g00730.1	PUZ68178.1	60.5	747	31	739	4	727	5.20E-166	590.1	PUZ68178.1 hypothetical protein GQ55_2G004400 [Panicum hallii var. hallii]
Ss07g00720.1	OEL29191.1	80.3	203	1	203	1	203	1.10E-91	341.3	OEL29191.1 NAD(P)H dehydrogenase (quinone) FQR1 [Dichanthelium oligosanthes]
Ss07g00710.1	XP_015646445.1	89.6	1013	1	1012	1	1012	0.00E+00	1790.4	XP_015646445.1 uncharacterized protein LOC4342196 isoform X1 [Oryza sativa Japonica Group]
Ss07g00700.1	EEC81382.1	33.9	469	1	256	326	786	4.20E-51	206.8	EEC81382.1 hypothetical protein OsI_24593 [Oryza sativa Indica Group]
Ss07g00770.1	EMS59320.1	55.5	220	9	227	7	225	8.00E-54	215.7	EMS59320.1 hypothetical protein TRIUR3_30230 [Triticum urartu]
Ss07g00760.1	PNT66222.1	56.6	196	4	167	22	214	1.10E-47	194.9	PNT66222.1 hypothetical protein BRADI_3g08860v3 [Brachypodium distachyon]
Ss07g00750.1	XP_015625201.1	80.2	686	1	673	1	686	8.80E-290	1001.1	XP_015625201.1 U3 small nucleolar RNA-associated protein 6 homolog [Oryza sativa Japonica Group]
Ss07g00740.1	XP_015646448.1	90.7	507	1	506	1	507	9.20E-263	911	XP_015646448.1 sugar transport protein MST3 [Oryza sativa Japonica Group]
Ss07g00790.1	VDC82091.1	88.2	68	117	184	48	115	3.40E-22	110.5	VDC82091.1 unnamed protein product [Brassica rapa]
Ss07g00780.1	XP_004979856.1	64.7	170	14	181	6	167	2.50E-50	203.8	XP_004979856.1 dirigent protein 1 [Setaria italica]
Ss05g04330.1	XP_002458382.1	64.8	435	3	413	4	437	3.30E-114	417.2	XP_002458382.1 protein IQ-DOMAIN 1 [Sorghum bicolor]
Ss05g04340.1	XP_015611973.1	81.2	340	1	327	1	336	3.80E-153	546.2	XP_015611973.1 mitochondrial carrier protein CoAc1 [Oryza sativa Japonica Group]
Ss05g04310.1	PUZ55141.1	50	354	3	330	4	328	1.10E-60	239.2	PUZ55141.1 hypothetical protein GQ55_5G187800 [Panicum hallii var. hallii]
Ss05g04320.1	XP_009395778.1	64.9	276	1	269	1	275	1.10E-86	325.1	XP_009395778.1 PREDICTED: single myb histone 4 [Musa acuminata subsp. malaccensis]
Ss08g18290.1	BAK05929.1	69.3	192	169	358	123	314	4.80E-69	266.9	BAK05929.1 predicted protein [Hordeum vulgare subsp. vulgare]
Ss08g18280.1	XP_004973003.1	93.4	151	1	151	1	151	1.60E-74	283.9	XP_004973003.1 40S ribosomal protein S13 [Setaria italica]
Ss05g04350.1	NP_001105191.1	52.6	76	4	79	120	190	1.60E-12	77.4	NP_001105191.1 nucleosome/chromatin assembly factor group C [Zea mays]
Ss05g04360.1	XP_004971275.1	60.7	206	52	254	8	212	5.10E-57	226.5	XP_004971275.1 uncharacterized protein LOC101778427 [Setaria italica]
Ss08g18250.1	XP_015648219.1	62	803	4	795	12	811	2.70E-269	933.3	XP_015648219.1 cation/H(+) antiporter 15 [Oryza sativa Japonica Group]
Ss08g18240.1	YP_003587674.1	100	121	1	121	1	121	8.10E-61	238	YP_003587674.1 ATP synthase CF1 epsilon subunit [Anomochloa marantoidea]
Ss08g18270.1	XP_006659067.1	96.6	146	5	150	3	148	3.20E-75	286.2	XP_006659067.1 PREDICTED: probable calcium-binding protein CML7 [Oryza brachyantha]
Ss08g18260.1	OEL27379.1	82.2	659	26	682	27	682	1.00E-216	758.4	OEL27379.1 Protein STRUBBELIG-RECEPTOR FAMILY 8 [Dichanthelium oligosanthes]
Ss08g18210.1	EMS67497.1	41.9	86	57	139	146	231	1.00E-06	58.5	EMS67497.1 hypothetical protein TRIUR3_11310 [Triticum urartu]
Ss08g18200.1	XP_006659775.1	57.1	189	104	264	110	295	7.70E-48	196.1	XP_006659775.1 PREDICTED: probable adenylate kinase 7, mitochondrial [Oryza brachyantha]
Ss08g18230.1	EMS67497.1	41.9	86	57	139	146	231	1.00E-06	58.5	EMS67497.1 hypothetical protein TRIUR3_11310 [Triticum urartu]
Ss08g18220.1	XP_027120234.1	50.6	761	19	685	31	791	5.40E-210	736.1	XP_027120234.1 zinc finger MYM-type protein 1-like isoform X1 [Coffea arabica]
Ss07g13050.1	XP_025808787.1	87.3	291	3	292	4	294	1.00E-141	508.1	XP_025808787.1 elongation of fatty acids protein 3-like [Panicum hallii]
Ss07g13060.1	XP_010942037.1	67.9	374	3	375	11	383	3.80E-157	559.7	XP_010942037.1 PREDICTED: uncharacterized protein LOC105060116 [Elaeis guineensis]
Ss07g13070.1	CDM85880.1	58.9	112	8	117	18	127	8.00E-24	115.2	CDM85880.1 unnamed protein product [Triticum aestivum]
Ss07g13010.1	XP_006655788.1	32.6	353	4	327	9	354	8.30E-37	159.8	XP_006655788.1 PREDICTED: uncharacterized protein LOC102703784 isoform X2 [Oryza brachyantha]
Ss07g13020.1	PUZ68999.1	34.7	118	31	133	235	352	4.90E-11	72.8	PUZ68999.1 hypothetical protein GQ55_2G073400 [Panicum hallii var. hallii]
Ss04g19490.1	NP_001105180.1	80.9	324	2	319	6	329	1.00E-147	528.1	NP_001105180.1 alternative oxidase 1 [Zea mays]
Ss04g19500.1	PUZ48727.1	77.9	331	1	320	1	331	1.10E-146	524.6	PUZ48727.1 hypothetical protein GQ55_7G270000 [Panicum hallii var. hallii]
Ss04g19480.1	XP_010240361.1	60.7	145	12	149	1	142	6.70E-33	145.6	XP_010240361.1 uncharacterized protein LOC100823337 isoform X1 [Brachypodium distachyon]
Ss04g19460.1	XP_004976678.2	67.6	2695	2	2687	12	2682	0.00E+00	3651.3	XP_004976678.2 uncharacterized protein LOC101767267 [Setaria italica]
Ss04g19470.1	XP_015691685.1	90.7	473	1	473	1	471	5.60E-251	871.7	XP_015691685.1 PREDICTED: cell division cycle 20.2, cofactor of APC complex-like [Oryza brachyantha]
Ss04g19440.1	XP_015692361.1	74.1	371	1	366	1	361	5.00E-146	522.7	XP_015692361.1 PREDICTED: altered inheritance rate of mitochondria protein 25 [Oryza brachyantha]
Ss04g19450.1	XP_003580428.2	86.8	410	1	409	29	438	9.30E-194	681.4	XP_003580428.2 uncharacterized protein LOC100827545 [Brachypodium distachyon]
Ss04g19420.1	EES07408.1	63	192	1	180	1	191	9.80E-55	218.8	EES07408.1 hypothetical protein SORBI_3004G271200 [Sorghum bicolor]
Ss04g19430.1	XP_015635764.1	60.3	867	12	864	15	861	1.50E-265	921	XP_015635764.1 uncharacterized protein At1g51745 [Oryza sativa Japonica Group]
Ss01g32280.1	ABF97297.1	32.9	146	7	133	50	195	3.70E-14	83.2	ABF97297.1 transposase, putative, expressed [Oryza sativa Japonica Group]
Ss01g32270.1	AAF26417.1	88.7	529	3	527	8	535	4.50E-265	918.7	AAF26417.1 protoporphyrinogen IX oxidase [Zea mays]
Ss11g01620.1	XP_006663656.2	71.6	1003	17	986	11	1004	0.00E+00	1333.9	XP_006663656.2 PREDICTED: kinesin-4-like [Oryza brachyantha]
Ss11g01630.1	XP_010233463.1	41.4	152	8	158	63	214	2.60E-30	137.1	XP_010233463.1 uncharacterized protein LOC104583303 [Brachypodium distachyon]
Ss11g01580.1	PUZ45774.1	70.7	512	1	506	1	512	3.50E-174	616.7	PUZ45774.1 hypothetical protein GQ55_8G251500 [Panicum hallii var. hallii]
Ss01g32210.1	XP_004967632.1	73.4	79	1	79	1	77	1.40E-24	117.1	XP_004967632.1 uncharacterized protein LOC101754346 [Setaria italica]
Ss11g01600.1	XP_025826803.1	71.4	886	1	859	1	884	0.00E+00	1290.4	XP_025826803.1 stachyose synthase-like [Panicum hallii]
Ss11g01610.1	XP_010237408.1	74.8	616	5	593	4	616	2.50E-264	916.4	XP_010237408.1 ATP-dependent DNA helicase Q-like 1 [Brachypodium distachyon]
Ss11g01540.1	XP_014758158.2	59	1022	1	1007	2	1018	0.00E+00	1128.6	XP_014758158.2 putative disease resistance protein RGA3 isoform X2 [Brachypodium distachyon]
Ss11g01550.1	XP_020174267.1	81.9	127	4	130	5	130	2.90E-50	203.8	XP_020174267.1 probable beta-D-xylosidase 2 [Aegilops tauschii subsp. tauschii]
Ss01g32240.1	RLN23503.1	96.4	56	1	56	1	56	1.40E-23	113.2	RLN23503.1 hydrophobic protein LTI6B-like [Panicum miliaceum]
Ss11g01570.1	XP_020174270.1	84.9	212	1	212	1	212	5.10E-95	352.4	XP_020174270.1 transmembrane protein 205-like [Aegilops tauschii subsp. tauschii]
Ss03g12280.1	RLN41643.1	86.4	337	126	462	157	493	3.00E-172	610.1	RLN41643.1 putative receptor-like serine/threonine-protein kinase [Panicum miliaceum]
Ss03g12290.1	CAD39843.2	50.3	153	1	149	1	146	1.20E-23	115.2	CAD39843.2 OSJNBb0072N21.12 [Oryza sativa Japonica Group]
Ss01g17780.1	NP_001170611.1	70.5	183	1	176	1	183	2.20E-46	190.7	NP_001170611.1 uncharacterized protein LOC100384655 [Zea mays]
Ss01g17770.1	RLM92363.1	54.1	1175	1	1144	1	1118	5.20E-266	922.9	RLM92363.1 uncharacterized protein C2845_PM08G23280 [Panicum miliaceum]
Ss01g17740.1	XP_004969698.1	87.9	652	7	658	4	655	0.00E+00	1122.8	XP_004969698.1 anoctamin-like protein Os01g0706700 [Setaria italica]
Ss03g12230.1	PUZ42047.1	86.2	398	26	423	24	421	1.20E-196	691	PUZ42047.1 hypothetical protein GQ55_9G552500 [Panicum hallii var. hallii]
Ss03g12210.1	XP_006649665.1	88.8	898	1	898	1	897	0.00E+00	1550.8	XP_006649665.1 PREDICTED: coatomer subunit gamma-1 [Oryza brachyantha]
Ss01g17750.1	XP_024315879.1	63.3	79	1	78	1	78	2.80E-15	86.3	XP_024315879.1 uncharacterized protein LOC112271113 [Brachypodium distachyon]
Ss03g12260.1	OEL34128.1	81.4	499	1	495	1	492	1.90E-233	813.5	OEL34128.1 Cytochrome P450 90B1 [Dichanthelium oligosanthes]
Ss03g12270.1	AZJ17156.1	64.3	84	46	129	176	259	6.20E-25	119	AZJ17156.1 cellulose synthase-like CslF4 [Avena sativa]
Ss03g12240.1	XP_004978982.1	79	433	1	429	6	433	9.30E-184	648.3	XP_004978982.1 glucan endo-1,3-beta-glucosidase 7 [Setaria italica]
Ss03g12250.1	PUZ42048.1	88.7	106	1	106	1	106	1.90E-42	176.8	PUZ42048.1 hypothetical protein GQ55_9G552700 [Panicum hallii var. hallii]
Ss04g05840.1	CAH66355.1	61.2	214	49	222	1	213	1.20E-54	218.4	CAH66355.1 OSIGBa0135C09.6 [Oryza sativa]
Ss04g05830.1	XP_020176407.1	70.8	489	1	485	1	486	3.60E-208	729.6	XP_020176407.1 7-deoxyloganetin glucosyltransferase-like [Aegilops tauschii subsp. tauschii]
Ss04g05860.1	NP_001131811.1	66.8	241	1	241	1	232	4.20E-77	293.1	NP_001131811.1 nitrate-induced NOI protein [Zea mays]
Ss04g05850.1	XP_025824182.1	78.1	743	4	737	7	739	0.00E+00	1097	XP_025824182.1 methyltransferase-like protein 13 [Panicum hallii]
Ss10g13830.1	BAK08082.1	51.3	113	1	109	1	113	1.90E-21	107.1	BAK08082.1 predicted protein [Hordeum vulgare subsp. vulgare]
Ss10g13840.1	XP_015614161.1	81.7	1003	20	1014	20	1019	0.00E+00	1431.8	XP_015614161.1 protein TIC110, chloroplastic [Oryza sativa Japonica Group]
