Gene_ID	SwissProt_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss07g12810.1	Q8GYP6|PPR49_ARATH	54.566	898	1	859	1	860	0	922	Pentatricopeptide repeat-containing protein At1g18900 OS=Arabidopsis thaliana OX=3702 GN=At1g18900 PE=2 SV=1
Ss07g12800.1	Q9STS6|LBD27_ARATH	50.877	114	1	114	27	140	1.91E-36	135	LOB domain-containing protein 27 OS=Arabidopsis thaliana OX=3702 GN=LBD27 PE=1 SV=1
Ss04g19800.1	Q07949|PSR2_YEAST	34.615	130	1	129	251	375	6.16E-17	79	Probable phosphatase PSR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSR2 PE=1 SV=1
Ss04g19790.1	Q7XNY1|PIRL1_ORYSJ	77.273	352	41	388	1	351	0	548	Plant intracellular Ras-group-related LRR protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=IRL1 PE=2 SV=2
Ss07g12750.1	Q9FLD5|ASD_ARATH	55.94	463	6	454	6	460	0	528	AAA-ATPase ASD, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=AATP1 PE=1 SV=1
Ss04g19750.1	P35694|XTH2_SOYBN	45.122	82	11	92	15	96	9.89E-21	86.3	Xyloglucan endotransglucosylase/hydrolase 2 OS=Glycine max OX=3847 PE=2 SV=1
Ss04g19780.1	Q3SZ85|PTRD1_BOVIN	47.26	146	40	182	4	140	2.37E-31	113	Putative peptidyl-tRNA hydrolase PTRHD1 OS=Bos taurus OX=9913 GN=PTRHD1 PE=2 SV=2
Ss04g19770.1	Q9SV15|WRK11_ARATH	52.134	328	1	289	1	318	6.29E-101	301	Probable WRKY transcription factor 11 OS=Arabidopsis thaliana OX=3702 GN=WRKY11 PE=2 SV=2
Ss04g19720.1	Q38857|XTH22_ARATH	48.097	289	4	289	2	281	2.34E-90	273	Xyloglucan endotransglucosylase/hydrolase protein 22 OS=Arabidopsis thaliana OX=3702 GN=XTH22 PE=1 SV=1
Ss07g12780.1	F4I9E1|NFD4_ARATH	25.232	539	7	524	39	565	5.63E-33	135	Protein NUCLEAR FUSION DEFECTIVE 4 OS=Arabidopsis thaliana OX=3702 GN=NFD4 PE=3 SV=1
Ss04g19740.1	Q8LG58|XTH16_ARATH	50.877	285	12	286	9	286	9.99E-100	296	Probable xyloglucan endotransglucosylase/hydrolase protein 16 OS=Arabidopsis thaliana OX=3702 GN=XTH16 PE=2 SV=2
Ss04g19730.1	P24806|XTH24_ARATH	55.597	268	12	277	8	268	1.72E-106	312	Xyloglucan endotransglucosylase/hydrolase protein 24 OS=Arabidopsis thaliana OX=3702 GN=XTH24 PE=1 SV=2
Ss11g01930.1	P30792|PMGI_MAIZE	82.857	560	1	528	1	559	0	935	2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Zea mays OX=4577 PE=1 SV=1
Ss11g01920.1	P30792|PMGI_MAIZE	89.088	559	1	559	1	559	0	1038	2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Zea mays OX=4577 PE=1 SV=1
Ss11g01890.1	Q2R041|MHX1_ORYSJ	81.973	527	1	526	1	523	0	883	Magnesium/proton exchanger 1 OS=Oryza sativa subsp. japonica OX=39947 GN=MHX1 PE=2 SV=1
Ss11g01880.1	Q5J907|TCTP_ELAGV	89.286	168	1	168	1	168	1.97E-110	314	Translationally-controlled tumor protein homolog OS=Elaeis guineensis var. tenera OX=51953 GN=TCTP PE=2 SV=1
Ss11g01900.1	Q9FH22|FLZ15_ARATH	56.818	44	53	96	66	109	3.33E-12	62	FCS-Like Zinc finger 15 OS=Arabidopsis thaliana OX=3702 GN=FLZ15 PE=1 SV=1
Ss11g01870.1	Q9FWS1|AUL1_ARATH	47.222	288	610	891	1164	1449	1.72E-54	209	Auxilin-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=AUL1 PE=2 SV=2
Ss11g01860.1	Q9D5T0|ATAD1_MOUSE	42.188	320	886	1201	52	355	8.11E-73	250	ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1
Ss08g18180.1	Q8VYJ2|AHL1_ARATH	51.645	304	37	333	78	356	3.88E-91	279	AT-hook motif nuclear-localized protein 1 OS=Arabidopsis thaliana OX=3702 GN=AHL1 PE=1 SV=1
Ss02g35120.1	F4I171|MD15A_ARATH	30.227	440	520	892	910	1334	4.41E-33	142	Mediator of RNA polymerase II transcription subunit 15a OS=Arabidopsis thaliana OX=3702 GN=MED15A PE=1 SV=1
Ss02g35130.1	Q8R1R3|STAR7_MOUSE	28.218	202	102	292	136	321	2.47E-12	71.2	StAR-related lipid transfer protein 7, mitochondrial OS=Mus musculus OX=10090 GN=Stard7 PE=1 SV=2
Ss08g18160.1	P33080|AX10A_SOYBN	50.633	79	14	91	13	90	8.52E-22	84.3	Auxin-induced protein X10A OS=Glycine max OX=3847 PE=2 SV=1
Ss02g35110.1	Q9SVU0|YUC8_ARATH	67.952	415	6	415	9	423	0	600	Probable indole-3-pyruvate monooxygenase YUCCA8 OS=Arabidopsis thaliana OX=3702 GN=YUC8 PE=2 SV=1
Ss02g35160.1	Q8L8B8|LOG3_ARATH	49.02	204	40	202	11	213	1.41E-51	168	Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG3 OS=Arabidopsis thaliana OX=3702 GN=LOG3 PE=1 SV=1
Ss02g35140.1	Q7XTJ3|ODPA3_ORYSJ	92.351	353	66	418	73	425	0	698	Pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0119400 PE=2 SV=2
Ss08g18130.1	P12085|ATPB_ORYSJ	90.756	119	1	119	306	424	7.29E-71	222	ATP synthase subunit beta, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=atpB PE=1 SV=2
Ss01g29730.1	Q9SZP8|IF4B3_ARATH	41.755	376	6	298	7	377	3.74E-37	140	Eukaryotic translation initiation factor 4B3 OS=Arabidopsis thaliana OX=3702 GN=EIF4B3 PE=1 SV=1
Ss01g29750.1	P92527|CCMC_ARATH	78.472	144	1	144	1	144	5.37E-74	224	Putative cytochrome c biosynthesis ccmC-like mitochondrial protein OS=Arabidopsis thaliana OX=3702 GN=CCMC PE=2 SV=4
Ss01g29760.1	P14853|COX3_SOYBN	84.528	265	1	249	1	265	3.24E-155	434	Cytochrome c oxidase subunit 3 OS=Glycine max OX=3847 GN=COX3 PE=2 SV=1
Ss01g29690.1	Q0WQ57|AUXI2_ARATH	38.751	929	34	917	94	891	8.78E-112	367	Auxilin-related protein 2 OS=Arabidopsis thaliana OX=3702 GN=At4g12770 PE=1 SV=1
Ss01g29700.1	Q4V3D9|SSL10_ARATH	41.24	371	1	332	4	371	1.96E-90	278	Protein STRICTOSIDINE SYNTHASE-LIKE 10 OS=Arabidopsis thaliana OX=3702 GN=SSL10 PE=2 SV=1
Ss01g29710.1	Q9M1B4|SSL13_ARATH	47.541	61	39	92	75	134	2.23E-09	55.8	Protein STRICTOSIDINE SYNTHASE-LIKE 13 OS=Arabidopsis thaliana OX=3702 GN=SSL13 PE=1 SV=1
Ss01g29720.1	O22286|BPM3_ARATH	28.859	149	7	146	16	162	2.13E-10	60.8	BTB/POZ and MATH domain-containing protein 3 OS=Arabidopsis thaliana OX=3702 GN=BPM3 PE=1 SV=1
Ss11g04310.1	O64392|WHW1_WHEAT	80.142	141	67	205	6	146	2.60E-72	219	Wheatwin-1 OS=Triticum aestivum OX=4565 GN=PR4A PE=1 SV=1
Ss11g04300.1	A7XN92|CFM3_MAIZE	73.383	804	1	799	1	796	0	1087	CRM-domain containing factor CFM3, chloroplastic/mitochondrial OS=Zea mays OX=4577 GN=CFM3 PE=1 SV=1
Ss11g04290.1	O22969|Y2416_ARATH	64.545	110	46	155	7	116	1.75E-46	151	Uncharacterized protein At2g34160 OS=Arabidopsis thaliana OX=3702 GN=At2g34160 PE=1 SV=1
Ss11g04280.1	P59277|SYP81_ARATH	66.772	316	1	316	1	310	4.77E-133	383	Syntaxin-81 OS=Arabidopsis thaliana OX=3702 GN=SYP81 PE=1 SV=2
Ss11g04340.1	Q70XY1|PSBB_AMBTC	64.74	173	8	156	167	339	5.81E-63	204	Photosystem II CP47 reaction center protein OS=Amborella trichopoda OX=13333 GN=psbB PE=3 SV=1
Ss11g04330.1	A1E9Q2|RR12_SORBI	89.474	38	1	38	1	38	1.02E-17	72.8	30S ribosomal protein S12, chloroplastic OS=Sorghum bicolor OX=4558 GN=rps12-A PE=3 SV=1
Ss10g14130.1	O31581|YFHM_BACSU	26.712	292	5	281	4	286	1.27E-26	108	AB hydrolase superfamily protein YfhM OS=Bacillus subtilis (strain 168) OX=224308 GN=yfhM PE=3 SV=1
Ss10g14120.1	F4IEM5|GCR2_ARATH	63.415	410	1	407	1	410	0	529	LanC-like protein GCR2 OS=Arabidopsis thaliana OX=3702 GN=GCR2 PE=1 SV=1
Ss10g14110.1	Q9LN20|P4H3_ARATH	70.07	284	21	304	11	287	4.90E-149	422	Probable prolyl 4-hydroxylase 3 OS=Arabidopsis thaliana OX=3702 GN=P4H3 PE=2 SV=1
Ss10g14100.1	Q5SVZ6|ZMYM1_HUMAN	31.373	204	27	203	472	665	3.62E-11	69.3	Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1
Ss10g14080.1	Q65Z40|WAPL_MOUSE	27.336	289	107	387	656	883	6.23E-09	63.9	Wings apart-like protein homolog OS=Mus musculus OX=10090 GN=Wapl PE=1 SV=2
Ss10g14070.1	Q42850|PORB_HORVU	85.823	395	1	394	1	395	0	706	Protochlorophyllide reductase B, chloroplastic OS=Hordeum vulgare OX=4513 GN=PORB PE=1 SV=1
Ss10g14060.1	Q84TE9|DOF53_ARATH	43.59	156	34	180	21	149	1.32E-26	106	Dof zinc finger protein DOF5.3 OS=Arabidopsis thaliana OX=3702 GN=DOF5.3 PE=2 SV=1
Ss10g10810.1	Q688X9|DI191_ORYSJ	44.828	116	1	112	1	92	1.28E-21	89	Protein DEHYDRATION-INDUCED 19 OS=Oryza sativa subsp. japonica OX=39947 GN=DI19-1 PE=2 SV=1
Ss10g10830.1	Q9SJL2|HIP5_ARATH	38.542	384	7	346	30	386	2.48E-44	159	Heavy metal-associated isoprenylated plant protein 5 OS=Arabidopsis thaliana OX=3702 GN=HIPP05 PE=1 SV=2
Ss10g10820.1	Q9LFL5|PP390_ARATH	57.087	769	8	773	95	850	0	897	Pentatricopeptide repeat-containing protein At5g16860 OS=Arabidopsis thaliana OX=3702 GN=PCMP-H92 PE=2 SV=1
Ss10g10840.1	A9BDF8|PGK_PROM4	32	400	53	446	4	400	2.86E-51	185	Phosphoglycerate kinase OS=Prochlorococcus marinus (strain MIT 9211) OX=93059 GN=pgk PE=3 SV=1
Ss10g10880.1	Q9SJL0|U86A1_ARATH	54.979	482	6	480	2	473	0	557	UDP-glycosyltransferase 86A1 OS=Arabidopsis thaliana OX=3702 GN=UGT86A1 PE=2 SV=1
Ss06g04710.1	Q9SSD2|PRP8A_ARATH	94.444	2304	60	2363	59	2359	0	4559	Pre-mRNA-processing-splicing factor 8A OS=Arabidopsis thaliana OX=3702 GN=PRP8A PE=1 SV=1
Ss06g04700.1	Q9LSC2|Y3589_ARATH	51.884	345	14	355	7	348	3.01E-126	370	PTI1-like tyrosine-protein kinase At3g15890 OS=Arabidopsis thaliana OX=3702 GN=At3g15890 PE=2 SV=1
Ss06g04730.1	Q9FL07|ATL46_ARATH	48.276	348	30	342	40	376	2.97E-95	290	RING-H2 finger protein ATL46 OS=Arabidopsis thaliana OX=3702 GN=ATL46 PE=2 SV=1
Ss06g04720.1	Q9ZUI6|AP1G2_ARATH	70.434	876	5	867	1	862	0	1254	AP-1 complex subunit gamma-2 OS=Arabidopsis thaliana OX=3702 GN=At1g60070 PE=1 SV=2
Ss06g04750.1	O64471|MTX_ARATH	47.682	302	14	315	12	303	1.10E-85	263	Mitochondrial outer membrane import complex protein METAXIN OS=Arabidopsis thaliana OX=3702 GN=MTX1 PE=1 SV=1
Ss06g04740.1	Q8S2T1|DDPS6_ARATH	42.162	185	2	181	68	251	7.13E-43	153	Dehydrodolichyl diphosphate synthase 6 OS=Arabidopsis thaliana OX=3702 GN=At2g17570 PE=2 SV=2
Ss06g04770.1	Q00451|PRF1_SOLLC	70.115	87	156	241	260	346	3.73E-27	109	36.4 kDa proline-rich protein OS=Solanum lycopersicum OX=4081 GN=TPRP-F1 PE=2 SV=1
Ss06g04760.1	Q9SJ20|RIR1_ARATH	85.417	816	1	810	1	816	0	1497	Ribonucleoside-diphosphate reductase large subunit OS=Arabidopsis thaliana OX=3702 GN=RNR1 PE=1 SV=1
Ss06g04790.1	Q6Z358|C3H49_ORYSJ	87.768	466	1	459	1	466	0	774	Zinc finger CCCH domain-containing protein 49 OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0281000 PE=2 SV=1
Ss06g04780.1	Q9LFP7|PIX7_ARATH	73.354	319	75	392	118	436	2.98E-168	483	Probable serine/threonine-protein kinase PIX7 OS=Arabidopsis thaliana OX=3702 GN=PIX7 PE=1 SV=1
Ss01g27650.1	P08527|RR14_MAIZE	67.961	103	1	89	1	103	3.67E-35	118	30S ribosomal protein S14, chloroplastic OS=Zea mays OX=4577 GN=rps14 PE=3 SV=2
Ss03g03220.1	O81037|BH070_ARATH	46.486	185	97	281	186	369	2.73E-51	175	Transcription factor bHLH70 OS=Arabidopsis thaliana OX=3702 GN=BHLH70 PE=2 SV=1
Ss01g27670.1	P58311|PSAA_WHEAT	86.533	750	1	685	1	750	0	1257	Photosystem I P700 chlorophyll a apoprotein A1 OS=Triticum aestivum OX=4565 GN=psaA PE=3 SV=1
Ss01g27660.1	Q0G9M0|PSAB_LIRTU	98.198	111	18	128	492	602	4.19E-72	231	Photosystem I P700 chlorophyll a apoprotein A2 OS=Liriodendron tulipifera OX=3415 GN=psaB PE=3 SV=1
Ss03g03190.1	Q8LMR2|DCL1_ORYSJ	85.543	1916	15	1914	19	1882	0	3309	Endoribonuclease Dicer homolog 1 OS=Oryza sativa subsp. japonica OX=39947 GN=DCL1 PE=3 SV=1
Ss03g03180.1	Q9M612|NACA_PINTA	71.795	156	65	220	52	204	1.34E-72	222	Nascent polypeptide-associated complex subunit alpha-like protein OS=Pinus taeda OX=3352 PE=2 SV=1
Ss01g27640.1	Q3ED68|Y1295_ARATH	58.427	356	39	394	28	383	1.49E-163	467	Uncharacterized PKHD-type hydroxylase At1g22950 OS=Arabidopsis thaliana OX=3702 GN=At1g22950 PE=2 SV=2
Ss03g03160.1	Q94KK7|SYP52_ARATH	47.436	234	17	247	5	232	5.01E-66	207	Syntaxin-52 OS=Arabidopsis thaliana OX=3702 GN=SYP52 PE=1 SV=1
Ss01g08440.1	Q5N892|LAX11_ORYSJ	89.738	497	1	493	1	492	0	899	Auxin transporter-like protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0856500 PE=2 SV=2
Ss01g27680.1	Q3BAN9|YCF3_PHAAO	85.556	180	1	173	1	168	2.96E-107	306	Photosystem I assembly protein Ycf3 OS=Phalaenopsis aphrodite subsp. formosana OX=308872 GN=ycf3 PE=3 SV=1
Ss03g03250.1	P82538|PPL1_ARATH	70.391	179	54	232	50	228	2.02E-94	279	PsbP-like protein 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PPL1 PE=1 SV=1
Ss03g03240.1	Q9MAP3|RK11_ARATH	77.083	192	22	213	36	221	5.91E-100	291	50S ribosomal protein L11, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RPL11 PE=2 SV=1
Ss07g19780.1	Q2R4J4|C3H63_ORYSJ	84.928	418	25	440	29	444	0	730	Zinc finger CCCH domain-containing protein 63 OS=Oryza sativa subsp. japonica OX=39947 GN=Os11g0472000 PE=2 SV=2
Ss07g19770.1	Q2R4J1|GDT13_ORYSJ	89.606	279	1	277	1	279	4.63E-164	459	GDT1-like protein 3 OS=Oryza sativa subsp. japonica OX=39947 GN=Os11g0472500 PE=2 SV=1
Ss04g16710.1	Q9C7A2|ITN1_ARATH	25.22	341	3	291	200	535	1.16E-17	87	Ankyrin repeat-containing protein ITN1 OS=Arabidopsis thaliana OX=3702 GN=ITN1 PE=1 SV=1
Ss04g16700.1	Q75WV3|TPP1_ORYSJ	78.552	373	1	370	1	371	0	602	Probable trehalose-phosphate phosphatase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=TPP1 PE=1 SV=1
Ss07g19730.1	Q2QSR8|BGL38_ORYSJ	68.163	490	7	493	3	491	0	715	Beta-glucosidase 38 OS=Oryza sativa subsp. japonica OX=39947 GN=BGLU38 PE=2 SV=2
Ss04g16660.1	Q8W583|ALT3_ARATH	50.794	189	20	207	6	190	1.55E-61	192	Acyl-acyl carrier protein thioesterase ATL3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ALT3 PE=2 SV=1
Ss04g16690.1	Q8VZP6|GUX8_ARATH	65.934	455	18	471	44	497	0	628	Putative glucuronosyltransferase PGSIP8 OS=Arabidopsis thaliana OX=3702 GN=PGSIP8 PE=2 SV=1
Ss04g16680.1	Q8LPF3|PME68_ARATH	69.477	344	1	338	14	357	5.54E-174	490	Probable pectinesterase 68 OS=Arabidopsis thaliana OX=3702 GN=PME68 PE=2 SV=1
Ss04g16620.1	O65499|ZAT3_ARATH	36.667	180	233	407	128	245	2.13E-18	89	Zinc finger protein ZAT3 OS=Arabidopsis thaliana OX=3702 GN=ZAT3 PE=1 SV=1
Ss07g19750.1	Q80XC2|TRM61_MOUSE	47.667	300	10	304	4	285	9.15E-80	247	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Mus musculus OX=10090 GN=Trmt61a PE=1 SV=1
Ss04g16640.1	Q9M202|ZAT9_ARATH	34.211	304	1	291	1	286	2.13E-41	147	Zinc finger protein ZAT9 OS=Arabidopsis thaliana OX=3702 GN=ZAT9 PE=2 SV=1
Ss06g07170.1	Q9FV50|MAP1D_ARATH	69.231	351	8	356	7	350	8.76E-169	477	Methionine aminopeptidase 1D, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MAP1D PE=1 SV=1
Ss04g09340.1	Q0J8G8|MAD26_ORYSJ	59.563	183	1	183	1	180	2.22E-73	224	MADS-box transcription factor 26 OS=Oryza sativa subsp. japonica OX=39947 GN=MADS26 PE=2 SV=1
Ss06g07120.1	Q9M5Q1|FUT1_PEA	52.955	440	1	437	129	565	1.38E-180	518	Galactoside 2-alpha-L-fucosyltransferase OS=Pisum sativum OX=3888 GN=FT1 PE=2 SV=1
Ss06g07110.1	P97852|DHB4_RAT	34.259	108	5	110	621	725	4.29E-11	62	Peroxisomal multifunctional enzyme type 2 OS=Rattus norvegicus OX=10116 GN=Hsd17b4 PE=1 SV=3
Ss06g07090.1	Q6Z312|BZP23_ORYSJ	61.202	366	1	335	1	357	3.73E-131	381	bZIP transcription factor 23 OS=Oryza sativa subsp. japonica OX=39947 GN=BZIP23 PE=2 SV=1
Ss06g07160.1	A2X9W8|KRP1_ORYSI	53.933	267	1	248	1	259	1.68E-44	153	Cyclin-dependent kinase inhibitor 1 OS=Oryza sativa subsp. indica OX=39946 GN=KRP1 PE=3 SV=1
Ss06g07130.1	Q9SWH5|FUT1_ARATH	56.688	471	72	539	90	558	0	564	Galactoside 2-alpha-L-fucosyltransferase OS=Arabidopsis thaliana OX=3702 GN=FUT1 PE=1 SV=2
Ss10g12660.1	Q941D5|VPS2C_ARATH	75.238	210	1	210	1	210	4.46E-112	322	Vacuolar protein sorting-associated protein 2 homolog 3 OS=Arabidopsis thaliana OX=3702 GN=VPS2.3 PE=2 SV=1
Ss10g12600.1	Q9LDN2|UMPS1_ORYSJ	65.842	202	407	587	238	434	1.66E-79	262	Uridine 5'-monophosphate synthase OS=Oryza sativa subsp. japonica OX=39947 GN=UMPS1 PE=2 SV=1
Ss10g12590.1	B5WWZ8|FAO1_LOTJA	49.474	760	7	756	6	749	0	769	Long-chain-alcohol oxidase FAO1 OS=Lotus japonicus OX=34305 GN=FAO1 PE=1 SV=1
Ss10g01320.1	O09101|PIGF_MOUSE	50.909	55	134	188	165	219	2.63E-11	63.2	Phosphatidylinositol-glycan biosynthesis class F protein OS=Mus musculus OX=10090 GN=Pigf PE=1 SV=1
Ss06g17650.1	P38166|SFT2_YEAST	26.667	210	10	216	2	203	1.18E-16	78.6	Protein transport protein SFT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SFT2 PE=1 SV=1
Ss06g17660.1	O82197|VP321_ARATH	72.727	220	4	222	2	212	3.65E-94	277	Vacuolar protein sorting-associated protein 32 homolog 1 OS=Arabidopsis thaliana OX=3702 GN=VPS32.1 PE=1 SV=1
Ss07g29790.1	Q9SYH2|TAF9_ARATH	60	125	20	132	8	129	3.79E-41	138	Transcription initiation factor TFIID subunit 9 OS=Arabidopsis thaliana OX=3702 GN=TAF9 PE=1 SV=1
Ss06g17620.1	Q9LY87|RGLG2_ARATH	64.373	407	41	446	76	468	0	520	E3 ubiquitin-protein ligase RGLG2 OS=Arabidopsis thaliana OX=3702 GN=RGLG2 PE=1 SV=1
Ss06g17630.1	O65581|ALFC5_ARATH	84.637	358	1	358	1	358	0	630	Fructose-bisphosphate aldolase 5, cytosolic OS=Arabidopsis thaliana OX=3702 GN=FBA5 PE=1 SV=1
Ss06g17640.1	Q9L5W4|RL7_LIBAC	55.224	67	120	186	53	119	3.50E-15	71.6	50S ribosomal protein L7/L12 OS=Liberibacter africanus subsp. capensis OX=119494 GN=rplL PE=3 SV=1
Ss07g29750.1	B2JQW2|MHPC_PARP8	25.993	277	33	301	21	286	2.50E-12	69.3	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase OS=Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) OX=391038 GN=mhpC PE=3 SV=1
Ss07g29760.1	Q9M1V2|SOT5_ARATH	40.823	316	27	318	12	321	1.30E-73	233	Cytosolic sulfotransferase 5 OS=Arabidopsis thaliana OX=3702 GN=SOT5 PE=1 SV=1
Ss07g29770.1	P52836|F3ST_FLACH	43.408	311	30	330	2	309	1.53E-86	266	Flavonol 3-sulfotransferase OS=Flaveria chlorifolia OX=4228 PE=1 SV=2
Ss07g29780.1	P52836|F3ST_FLACH	45.029	171	60	224	141	311	3.30E-47	160	Flavonol 3-sulfotransferase OS=Flaveria chlorifolia OX=4228 PE=1 SV=2
Ss06g17690.1	Q6YZF3|SWT11_ORYSJ	53.31	287	3	260	15	278	2.03E-79	244	Bidirectional sugar transporter SWEET11 OS=Oryza sativa subsp. japonica OX=39947 GN=SWEET11 PE=1 SV=1
Ss06g17700.1	Q9NZ43|USE1_HUMAN	21.348	267	33	269	1	254	6.12E-06	50.1	Vesicle transport protein USE1 OS=Homo sapiens OX=9606 GN=USE1 PE=1 SV=2
Ss07g29730.1	A2WXX3|RL51_ORYSI	86.942	291	2	292	3	293	0	531	60S ribosomal protein L5-1 OS=Oryza sativa subsp. indica OX=39946 GN=RPL5A PE=3 SV=2
Ss07g29740.1	Q4VYC8|NSP1_MEDTR	41.647	425	108	509	140	548	6.06E-95	303	Nodulation-signaling pathway 1 protein OS=Medicago truncatula OX=3880 GN=NSP1 PE=1 SV=1
Ss10g01280.1	O81003|PSK2_ARATH	39.175	97	6	100	3	84	6.44E-07	46.6	Phytosulfokines 2 OS=Arabidopsis thaliana OX=3702 GN=PSK2 PE=2 SV=1
Ss10g01290.1	Q801S4|K0930_XENLA	25.746	268	56	318	31	257	6.93E-16	82	Uncharacterized protein KIAA0930 homolog OS=Xenopus laevis OX=8355 PE=2 SV=2
Ss09g01760.1	O22633|NOI4_ARATH	56.962	79	24	102	3	79	1.82E-23	88.6	Protein NOI4 OS=Arabidopsis thaliana OX=3702 GN=NOI4 PE=1 SV=1
Ss08g03230.1	Q67ZU1|LIP2_ARATH	56.127	408	9	406	9	415	3.00E-163	468	Triacylglycerol lipase 2 OS=Arabidopsis thaliana OX=3702 GN=LIP2 PE=2 SV=1
Ss08g03240.1	Q9FLS0|FB253_ARATH	24.324	370	14	328	35	388	9.47E-15	78.6	F-box protein At5g07610 OS=Arabidopsis thaliana OX=3702 GN=At5g07610 PE=2 SV=1
Ss08g03190.1	Q9S850|SUOX_ARATH	64.433	388	1	360	1	384	0	515	Sulfite oxidase OS=Arabidopsis thaliana OX=3702 GN=SOX PE=1 SV=1
Ss08g03200.1	O48557|RL17_MAIZE	90	170	69	238	1	170	1.09E-112	323	60S ribosomal protein L17 OS=Zea mays OX=4577 GN=RPL17 PE=2 SV=1
Ss08g03210.1	P0C042|Y4597_ARATH	42.705	281	62	340	40	309	2.26E-74	237	Uncharacterized protein At4g15970 OS=Arabidopsis thaliana OX=3702 GN=At4g15970 PE=2 SV=1
Ss08g03220.1	Q9LK34|UKL2_ARATH	79.412	476	5	477	7	482	0	765	Uridine kinase-like protein 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=UKL2 PE=2 SV=1
Ss08g03150.1	Q9C7G0|MA658_ARATH	52.708	554	1	547	1	548	0	564	65-kDa microtubule-associated protein 8 OS=Arabidopsis thaliana OX=3702 GN=MAP65-8 PE=1 SV=2
Ss08g03160.1	Q9LQQ1|PPR20_ARATH	35.971	139	7	134	214	352	4.06E-22	93.6	Pentatricopeptide repeat-containing protein At1g07740, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g07740 PE=2 SV=1
Ss08g03170.1	Q5MAU8|PPA27_ARATH	66.34	612	12	621	1	611	0	875	Probable inactive purple acid phosphatase 27 OS=Arabidopsis thaliana OX=3702 GN=PAP27 PE=2 SV=1
Ss08g03180.1	Q9P000|COMD9_HUMAN	26.738	187	16	188	10	192	1.44E-07	53.1	COMM domain-containing protein 9 OS=Homo sapiens OX=9606 GN=COMMD9 PE=1 SV=2
Ss01g05360.1	Q8LJS2|HDT1_SOYBN	45.779	308	1	274	1	295	1.29E-55	184	Histone deacetylase HDT1 OS=Glycine max OX=3847 GN=HDT1 PE=2 SV=1
Ss09g01780.1	Q8GY23|UPL1_ARATH	54.379	3814	1	3725	1	3666	0	3677	E3 ubiquitin-protein ligase UPL1 OS=Arabidopsis thaliana OX=3702 GN=UPL1 PE=1 SV=3
Ss05g05360.1	Q852L0|HD16N_ORYSJ	74.617	587	15	597	125	706	0	945	Casein kinase 1-like protein HD16 OS=Oryza sativa subsp. japonica OX=39947 GN=HD16 PE=1 SV=1
Ss03g06520.1	Q9ZTP5|RPE_ORYSJ	91.635	263	11	273	13	274	3.98E-175	486	Ribulose-phosphate 3-epimerase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=RPE PE=1 SV=2
Ss03g06490.1	Q9C788|C70B1_ARATH	70.802	524	18	535	1	522	0	788	Cytochrome P450 704B1 OS=Arabidopsis thaliana OX=3702 GN=CYP704B1 PE=1 SV=1
Ss03g06500.1	Q9CWR2|SMYD3_MOUSE	37.634	93	314	405	194	286	3.05E-12	72	Histone-lysine N-methyltransferase SMYD3 OS=Mus musculus OX=10090 GN=Smyd3 PE=2 SV=1
Ss03g06550.1	Q8S7W0|CSLA4_ORYSJ	83.396	530	19	538	20	549	0	894	Probable glucomannan 4-beta-mannosyltransferase 4 OS=Oryza sativa subsp. japonica OX=39947 GN=CSLA4 PE=2 SV=1
Ss03g06560.1	Q93ZL5|CDF2_ARATH	36.939	490	7	427	2	455	1.50E-68	227	Cyclic dof factor 2 OS=Arabidopsis thaliana OX=3702 GN=CDF2 PE=1 SV=2
