Gene	KeggOrtholog
Ss10g08880.1	K05575 ndhD; NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]
Ss10g08910.1	K05577 ndhF; NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]
Ss10g08900.1	K02911 RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32
Ss09g04210.1	K15326 TSEN54; tRNA-splicing endonuclease subunit Sen54
Ss03g01920.1	K20889 IRX7, FRA8, F8H; probable glucuronoxylan glucuronosyltransferase IRX7 [EC2.4.1.-]
Ss03g01930.1	K18065 CDC25; Cdc25 family phosphatase [EC:3.1.3.48 1.20.4.1]
Ss03g01940.1	K15691 RFWD3; E3 ubiquitin-protein ligase RFWD3 [EC:2.3.2.27]
Ss03g01950.1	K08235 E2.4.1.207; xyloglucan:xyloglucosyl transferase [EC:2.4.1.207]
Ss03g01960.1	K12193 VPS24, CHMP3; charged multivesicular body protein 3
Ss02g18270.1	K01772 hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]
Ss03g38380.1	K07759 PARG; poly(ADP-ribose) glycohydrolase [EC:3.2.1.143]
Ss08g08880.1	K10839 RAD23, HR23; UV excision repair protein RAD23
Ss08g08910.1	K10717 CYP735A; cytokinin trans-hydroxylase
Ss08g08920.1	K20472 COPZ, RET3; coatomer subunit zeta
Ss08g08930.1	K03248 EIF3G; translation initiation factor 3 subunit G
Ss06g15890.1	K09419 HSFF; heat shock transcription factor, other eukaryote
Ss06g15920.1	K01530 E7.6.2.1; phospholipid-translocating ATPase [EC:7.6.2.1]
Ss06g15930.1	K12741 HNRNPA1_3; heterogeneous nuclear ribonucleoprotein A1/A3
Ss06g15940.1	K14709 SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3
Ss07g34950.1	K09422 MYBP; transcription factor MYB, plant
Ss07g34970.1	K12820 DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13]
Ss07g34980.1	K14376 PAP; poly(A) polymerase [EC:2.7.7.19]
Ss04g22070.1	K02126 ATPeF0A, MTATP6, ATP6; F-type H+-transporting ATPase subunit a
Ss07g15630.1	K14611 SLC23A1_2, SVCT1_2; solute carrier family 23 (nucleobase transporter), member 1/2
Ss06g13320.1	K21842 EFR3; protein EFR3
Ss06g13330.1	K02878 RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
Ss06g13300.1	K21842 EFR3; protein EFR3
Ss06g13310.1	K01598 PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]
Ss06g13350.1	K00815 TAT; tyrosine aminotransferase [EC:2.6.1.5]
Ss04g04700.1	K12860 CDC5L, CDC5, CEF1; pre-mRNA-splicing factor CDC5/CEF1
Ss04g04720.1	K05575 ndhD; NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]
Ss07g21360.1	K03264 EIF6; translation initiation factor 6
Ss03g09610.1	K22390 ACP7; acid phosphatase type 7
Ss03g09620.1	K07466 RFA1, RPA1, rpa; replication factor A1
Ss03g09600.1	K22390 ACP7; acid phosphatase type 7
Ss03g35720.1	K20843 GALT2S; hydroxyproline O-galactosyltransferase 2/3/4/5/6 [EC:2.4.1.-]
Ss03g35670.1	K08511 ATVAMP72; vesicle-associated membrane protein 72
Ss03g35690.1	K02692 psaD; photosystem I subunit II
Ss03g35710.1	K00472 P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]
Ss10g01710.1	K07466 RFA1, RPA1, rpa; replication factor A1
Ss07g04490.1	K13179 DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13]
Ss10g01670.1	K17609 NXN; nucleoredoxin [EC:1.8.1.8]
Ss10g01690.1	K17609 NXN; nucleoredoxin [EC:1.8.1.8]
Ss07g04440.1	K08515 VAMP7; vesicle-associated membrane protein 7
Ss03g20730.1	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
Ss04g09610.1	K03544 clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX
Ss04g09620.1	K06995 K06995; uncharacterized protein
Ss04g09550.1	K00521 E1.16.1.7; ferric-chelate reductase [EC:1.16.1.7]
Ss04g09570.1	K21867 AKT, KAT, GORK, SKOR; potassium channel
Ss05g10140.1	K19040 ATL76S; E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27]
Ss05g10160.1	K11253 H3; histone H3
Ss05g02670.1	K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
Ss05g02660.1	K08912 LHCB1; light-harvesting complex II chlorophyll a/b binding protein 1
Ss05g02700.1	K03251 EIF3D; translation initiation factor 3 subunit D
Ss08g05900.1	K10712 ADO; cysteamine dioxygenase [EC:1.13.11.19]
Ss08g05890.1	K01626 E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
Ss07g14550.1	K13103 TFIP11; tuftelin-interacting protein 11
Ss03g17330.1	K14802 DRS2, ATP8A; phospholipid-transporting ATPase [EC:7.6.2.1]
Ss09g15680.1	K07088 K07088; uncharacterized protein
Ss11g02670.1	K19023 AP5M1, MUDENG; AP-5 complex subunit mu-1
Ss03g38830.1	K00938 E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]
Ss03g38850.1	K08235 E2.4.1.207; xyloglucan:xyloglucosyl transferase [EC:2.4.1.207]
Ss03g38860.1	K09419 HSFF; heat shock transcription factor, other eukaryote
Ss03g38790.1	K07937 ARF1; ADP-ribosylation factor 1
Ss01g35270.1	K15637 PGAM5; serine/threonine-protein phosphatase PGAM5 [EC:3.1.3.16]
Ss03g38880.1	K14837 NOP12; nucleolar protein 12
Ss01g37960.1	K11699 RDR, RDRP; RNA-dependent RNA polymerase [EC:2.7.7.48]
Ss01g38000.1	K11145 K11145; ribonuclease III family protein [EC:3.1.26.-]
Ss01g38010.1	K12823 DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]
Ss01g38020.1	K09589 CYP90D2, D2; steroid 3-oxidase [EC:1.14.-.-]
Ss05g12340.1	K10406 KIFC2_3; kinesin family member C2/C3
Ss01g12020.1	K00927 PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]
Ss03g32330.1	K10400 KIF15; kinesin family member 15
Ss03g32350.1	K21407 APMAP; adipocyte plasma membrane-associated protein
Ss03g32370.1	K15040 VDAC2; voltage-dependent anion channel protein 2
Ss03g32390.1	K19891 GN1_2_3; glucan endo-1,3-beta-glucosidase 1/2/3 [EC:3.2.1.39]
Ss01g30290.1	K01507 ppa; inorganic pyrophosphatase [EC:3.6.1.1]
Ss01g30280.1	K17491 SMEK, PPP4R3; protein phosphatase 4 regulatory subunit 3
Ss01g01160.1	K19041 RNF38_44; E3 ubiquitin-protein ligase RNF38/44 [EC:2.3.2.27]
Ss06g23970.1	K13510 LPCAT1_2; lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [EC:2.3.1.23 2.3.1.67]
Ss06g23950.1	K15919 HPR2_3; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
Ss01g30360.1	K00145 argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
Ss11g13210.1	K02943 RP-LP2, RPLP2; large subunit ribosomal protein LP2
Ss02g27870.1	K10781 FATB; fatty acyl-ACP thioesterase B [EC:3.1.2.14 3.1.2.21]
Ss01g26880.1	K02986 RP-S4, rpsD; small subunit ribosomal protein S4
Ss01g26890.1	K02257 COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]
Ss01g26900.1	K11699 RDR, RDRP; RNA-dependent RNA polymerase [EC:2.7.7.48]
Ss01g22350.1	K02110 ATPF0C, atpE; F-type H+-transporting ATPase subunit c
Ss11g09880.1	K01653 E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]
Ss08g18700.1	K05387 GRIP; glutamate receptor, ionotropic, plant
Ss08g18790.1	K00016 LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]
Ss07g14100.1	K08064 NFYA; nuclear transcription factor Y, alpha
Ss07g14110.1	K14539 LSG1; large subunit GTPase 1 [EC:3.6.1.-]
Ss04g20500.1	K11593 ELF2C, AGO; eukaryotic translation initiation factor 2C
Ss04g20510.1	K16585 HAUS2; HAUS augmin-like complex subunit 2
Ss04g20560.1	K14488 SAUR; SAUR family protein
Ss01g33910.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss01g33890.1	K17964 LRPPRC; leucine-rich PPR motif-containing protein, mitochondrial
Ss01g33880.1	K15170 MED27; mediator of RNA polymerase II transcription subunit 27
Ss02g29590.1	K02110 ATPF0C, atpE; F-type H+-transporting ATPase subunit c
Ss02g29610.1	K02967 RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2
Ss02g29660.1	K11375 ELP4; elongator complex protein 4
Ss07g11510.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss07g11480.1	K20799 FAM175B, ABRO1; BRISC complex subunit Abro1
Ss07g11570.1	K20363 YIPF5_7, YIP1; protein YIPF5/7
Ss01g30660.1	K02977 RP-S27Ae, RPS27A; small subunit ribosomal protein S27Ae
Ss01g30670.1	K17601 WDR81; WD repeat-containing protein 81
Ss01g30700.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss01g30690.1	K02872 RP-L13Ae, RPL13A; large subunit ribosomal protein L13Ae
Ss01g30720.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss01g30740.1	K00789 metK; S-adenosylmethionine synthetase [EC:2.5.1.6]
Ss01g30730.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss03g13790.1	K12450 RHM; UDP-glucose 4,6-dehydratase [EC:4.2.1.76]
Ss03g13800.1	K12881 THOC4, ALY; THO complex subunit 4
Ss03g13810.1	K12492 ARFGAP1; ADP-ribosylation factor GTPase-activating protein 1
Ss03g13830.1	K11252 H2B; histone H2B
Ss02g22330.1	K15135 MED18; mediator of RNA polymerase II transcription subunit 18
Ss02g22340.1	K20362 YIF1; protein transport protein YIF1
Ss09g02520.1	K17790 TIM22; mitochondrial import inner membrane translocase subunit TIM22
Ss09g02480.1	K08853 AAK; AP2-associated kinase [EC:2.7.11.1]
Ss09g02490.1	K01951 guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
Ss09g02470.1	K07407 E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]
Ss06g06600.1	K09680 coaW; type II pantothenate kinase [EC:2.7.1.33]
Ss06g06610.1	K00231 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
Ss06g06550.1	K13566 NIT2, yafV; omega-amidase [EC:3.5.1.3]
Ss05g09610.1	K13463 COI-1; coronatine-insensitive protein 1
Ss09g00210.1	K14826 FPR3_4; FK506-binding nuclear protein [EC:5.2.1.8]
Ss09g00200.1	K10801 MBD4; methyl-CpG-binding domain protein 4 [EC:3.2.2.-]
Ss09g00230.1	K01052 LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]
Ss05g12050.1	K14950 ATP13A1, SPF1; manganese-transporting P-type ATPase [EC:3.6.3.-]
Ss05g12020.1	K15032 MTERFD; mTERF domain-containing protein, mitochondrial
Ss05g12090.1	K06890 K06890; uncharacterized protein
Ss05g12080.1	K02705 psbC; photosystem II CP43 chlorophyll apoprotein
Ss05g12070.1	K22503 DARS; aspartyl-tRNA synthetase [EC:6.1.1.12]
Ss05g09670.1	K09338 HD-ZIP; homeobox-leucine zipper protein
Ss11g08370.1	K15535 PWD; phosphoglucan, water dikinase [EC:2.7.9.5]
Ss04g14780.1	K14492 ARR-A; two-component response regulator ARR-A family
Ss07g30270.1	K21374 UGT85A; 7-deoxyloganetin glucosyltransferase [EC:2.4.1.324]
Ss07g30260.1	K21374 UGT85A; 7-deoxyloganetin glucosyltransferase [EC:2.4.1.324]
Ss07g30310.1	K21596 CAMTA; calmodulin-binding transcription activator
Ss07g30300.1	K15448 TRM112, TRMT112; multifunctional methyltransferase subunit TRM112
Ss07g30330.1	K12891 SFRS2; splicing factor, arginine/serine-rich 2
Ss08g02010.1	K13681 FUT; xyloglucan fucosyltransferase [EC:2.4.1.-]
Ss08g02000.1	K17972 NAA20, NAT3; N-terminal acetyltransferase B complex catalytic subunit [EC:2.3.1.254]
Ss08g01990.1	K13681 FUT; xyloglucan fucosyltransferase [EC:2.4.1.-]
Ss08g02050.1	K20221 IPO4, RANBP4; importin-4
Ss08g02040.1	K02540 MCM2; DNA replication licensing factor MCM2 [EC:3.6.4.12]
Ss03g07740.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss03g07760.1	K10664 ATL6S; E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27]
Ss03g07750.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss07g09170.1	K17338 REEP1_2_3_4; receptor expression-enhancing protein 1/2/3/4
Ss06g09970.1	K17906 ATG2; autophagy-related protein 2
Ss06g09950.1	K01115 PLD1_2; phospholipase D1/2 [EC:3.1.4.4]
Ss06g09910.1	K14431 TGA; transcription factor TGA
Ss06g09900.1	K01953 asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
Ss09g02170.1	K19269 PGP, PGLP; phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]
Ss03g04280.1	K00640 cysE; serine O-acetyltransferase [EC:2.3.1.30]
Ss02g18390.1	K01193 INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]
Ss02g18400.1	K02955 RP-S14e, RPS14; small subunit ribosomal protein S14e
Ss05g20390.1	K00382 DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
Ss10g04790.1	K02114 ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon
Ss06g25500.1	K09872 PIP; aquaporin PIP
Ss06g25480.1	K20858 MCU; calcium uniporter protein, mitochondrial
Ss03g27230.1	K03120 TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein
Ss06g25460.1	K11446 KDM5, JARID1; histone demethylase JARID1 [EC:1.14.11.-]
Ss07g27800.1	K01934 MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
Ss05g20430.1	K03046 rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
Ss09g08410.1	K14004 SEC13; protein transport protein SEC13
Ss05g21650.1	K20827 RPAP2; RNA polymerase II-associated protein 2 [EC:3.1.3.16]
Ss05g21640.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss05g21630.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss05g21620.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss05g21660.1	K14803 PTC2_3; protein phosphatase PTC2/3 [EC:3.1.3.16]
Ss02g11960.1	K01280 TPP2; tripeptidyl-peptidase II [EC:3.4.14.10]
Ss03g23260.1	K13648 GAUT; alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
Ss03g23230.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss03g23180.1	K18635 SPR1; protein SPIRAL1 and related proteins
Ss04g15370.1	K15095 E1.1.1.208; (+)-neomenthol dehydrogenase [EC:1.1.1.208]
Ss04g15350.1	K05543 DUS2; tRNA-dihydrouridine synthase 2 [EC:1.3.1.91]
Ss04g15420.1	K09422 MYBP; transcription factor MYB, plant
Ss04g15410.1	K12614 DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]
Ss04g15400.1	K09422 MYBP; transcription factor MYB, plant
Ss03g18630.1	K12392 AP1B1; AP-1 complex subunit beta-1
Ss04g15440.1	K08360 CYB561; cytochrome b-561 [EC:1.16.5.1]
Ss11g15590.1	K03144 TFIIH4, GTF2H4, TFB2; transcription initiation factor TFIIH subunit 4
Ss07g01740.1	K00873 PK, pyk; pyruvate kinase [EC:2.7.1.40]
Ss07g01730.1	K00873 PK, pyk; pyruvate kinase [EC:2.7.1.40]
Ss07g01680.1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter
Ss07g01760.1	K09285 OVM, ANT; AP2-like factor, ANT lineage
Ss07g01750.1	K14411 MSI; RNA-binding protein Musashi
Ss07g31500.1	K11188 PRDX6; peroxiredoxin 6, 1-Cys peroxiredoxin [EC:1.11.1.7 1.11.1.15 3.1.1.-]
Ss01g42690.1	K12176 COPS2, CSN2, TRIP15; COP9 signalosome complex subunit 2
Ss01g42650.1	K04506 SIAH1; E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]
Ss01g42680.1	K04506 SIAH1; E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]
Ss01g42670.1	K12854 SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]
Ss01g42620.1	K04506 SIAH1; E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]
Ss01g42630.1	K04506 SIAH1; E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]
Ss01g28940.1	K00793 ribE, RIB5; riboflavin synthase [EC:2.5.1.9]
Ss01g28950.1	K03347 CUL1, CDC53; cullin 1
Ss01g28960.1	K07375 TUBB; tubulin beta
Ss01g28970.1	K19944 TBC1D10; TBC1 domain family member 10
Ss09g08210.1	K06269 PPP1C; serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
Ss01g28990.1	K08819 CDK12_13; cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
Ss02g21580.1	K09755 CYP84A, F5H; ferulate-5-hydroxylase [EC:1.14.-.-]
Ss09g17550.1	K14484 IAA; auxin-responsive protein IAA
Ss09g17560.1	K20856 GALT31A, B3GALT6; beta-1,6-galactosyltransferase [EC:2.4.1.-]
Ss09g01010.1	K02874 RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
Ss09g17540.1	K10526 OPCL1; OPC-8:0 CoA ligase 1 [EC:6.2.1.-]
Ss09g00980.1	K01322 PREP; prolyl oligopeptidase [EC:3.4.21.26]
Ss09g00970.1	K04567 KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]
Ss03g37110.1	K09562 HSPBP1, FES1; hsp70-interacting protein
Ss05g12130.1	K01814 hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
Ss01g36320.1	K15109 SLC25A20_29, CACT, CACL, CRC1; solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29
Ss01g36330.1	K11816 YUCCA; indole-3-pyruvate monooxygenase [EC:1.14.13.168]
Ss01g36350.1	K15119 SLC25A39_40; solute carrier family 25, member 39/40
Ss01g36390.1	K01246 tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
Ss01g03160.1	K01537 E3.6.3.8; Ca2+-transporting ATPase [EC:3.6.3.8]
Ss07g32240.1	K10523 SPOP; speckle-type POZ protein
Ss01g03110.1	K01070 frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]
Ss01g03120.1	K00006 GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]
Ss01g03130.1	K03265 ETF1, ERF1; peptide chain release factor subunit 1
Ss06g22800.1	K01534 zntA; Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]
Ss06g22820.1	K03257 EIF4A; translation initiation factor 4A
Ss06g22810.1	K03257 EIF4A; translation initiation factor 4A
Ss06g22840.1	K08869 ADCK, ABC1; aarF domain-containing kinase
Ss06g22830.1	K12447 USP; UDP-sugar pyrophosphorylase [EC:2.7.7.64]
Ss01g13670.1	K14411 MSI; RNA-binding protein Musashi
Ss01g13640.1	K01285 PRCP; lysosomal Pro-X carboxypeptidase [EC:3.4.16.2]
Ss01g13630.1	K09060 GBF; plant G-box-binding factor
Ss01g13600.1	K14508 NPR1; regulatory protein NPR1
Ss01g13610.1	K14442 DHX36, RHAU; ATP-dependent RNA helicase DHX36 [EC:3.6.4.13]
Ss02g28070.1	K03007 RPB10, POLR2L; DNA-directed RNA polymerases I, II, and III subunit RPABC5
Ss02g28060.1	K09566 PPIG; peptidyl-prolyl isomerase G (cyclophilin G) [EC:5.2.1.8]
Ss02g28050.1	K02295 CRY; cryptochrome
Ss07g33720.1	K02891 RP-L22e, RPL22; large subunit ribosomal protein L22e
Ss11g11190.1	K00858 ppnK, NADK; NAD+ kinase [EC:2.7.1.23]
Ss11g11180.1	K10728 TOPBP1; topoisomerase (DNA) II binding protein 1
Ss11g11160.1	K03070 secA; preprotein translocase subunit SecA
Ss11g11210.1	K05933 E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]
Ss08g09980.1	K02634 petA; apocytochrome f
Ss08g09990.1	K15403 ACE, HTH; fatty acid omega-hydroxy dehydrogenase [EC:1.1.-.-]
Ss01g20830.1	K00031 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
Ss01g20820.1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter
Ss01g20790.1	K14852 RRS1; regulator of ribosome biosynthesis
Ss01g20780.1	K06689 UBE2D, UBC4, UBC5; ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
Ss01g20770.1	K12189 VPS25, EAP20; ESCRT-II complex subunit VPS25
Ss07g14570.1	K12191 CHMP2A; charged multivesicular body protein 2A
Ss04g09120.1	K13206 CCDC55; coiled-coil domain-containing protein 55
Ss04g09130.1	K14328 UPF3, RENT3; regulator of nonsense transcripts 3
Ss11g06550.1	K16250 NRPD1; DNA-directed RNA polymerase IV subunit 1 [EC:2.7.7.6]
Ss11g06590.1	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
Ss11g06610.1	K07766 E3.6.1.52; diphosphoinositol-polyphosphate diphosphatase [EC:3.6.1.52]
Ss11g06600.1	K04681 RBL1; retinoblastoma-like protein 1
Ss11g06620.1	K01586 lysA; diaminopimelate decarboxylase [EC:4.1.1.20]
Ss07g11940.1	K07198 PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
Ss04g23850.1	K15223 UAF30, SPP27; upstream activation factor subunit UAF30
Ss04g23770.1	K01193 INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]
Ss04g23830.1	K03531 ftsZ; cell division protein FtsZ
Ss04g23820.1	K18848 IAMT1; indole-3-acetate O-methyltransferase [EC:2.1.1.278]
Ss11g05180.1	K02637 petD; cytochrome b6-f complex subunit 4
Ss11g05120.1	K09835 crtISO, crtH; prolycopene isomerase [EC:5.2.1.13]
Ss11g05110.1	K07759 PARG; poly(ADP-ribose) glycohydrolase [EC:3.2.1.143]
Ss05g16310.1	K03122 TFIIA1, GTF2A1, TOA1; transcription initiation factor TFIIA large subunit
Ss05g16290.1	K01687 ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
Ss05g16270.1	K08735 MSH2; DNA mismatch repair protein MSH2
Ss05g16250.1	K14009 BCAP31, BAP31; B-cell receptor-associated protein 31
Ss05g23930.1	K21768 TBCE; tubulin-specific chaperone E
Ss05g23950.1	K07904 RAB11A; Ras-related protein Rab-11A
Ss05g23940.1	K07874 RAB1A; Ras-related protein Rab-1A
Ss05g23970.1	K05894 OPR; 12-oxophytodienoic acid reductase [EC:1.3.1.42]
Ss05g23990.1	K03249 EIF3F; translation initiation factor 3 subunit F
Ss05g23980.1	K09561 STUB1, CHIP; STIP1 homology and U-box containing protein 1 [EC:2.3.2.27]
Ss05g24010.1	K20177 VPS3, TGFBRAP1; vacuolar protein sorting-associated protein 3
Ss10g13180.1	K12824 TCERG1, CA150; transcription elongation regulator 1
Ss10g13170.1	K11863 ATXN3, MJD; Ataxin-3 [EC:3.4.22.-]
Ss10g13160.1	K12824 TCERG1, CA150; transcription elongation regulator 1
Ss10g13150.1	K12824 TCERG1, CA150; transcription elongation regulator 1
Ss10g13230.1	K02881 RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
Ss10g09600.1	K00383 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
Ss10g09620.1	K13941 folKP; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]
Ss03g02080.1	K01527 EGD1, BTF3; nascent polypeptide-associated complex subunit beta
Ss03g02070.1	K02962 RP-S17e, RPS17; small subunit ribosomal protein S17e
Ss03g02130.1	K12878 THOC1; THO complex subunit 1
Ss01g40990.1	K10258 TER, TSC13, CER10; very-long-chain enoyl-CoA reductase [EC:1.3.1.93]
Ss01g40980.1	K11713 PGTB1; geranylgeranyl transferase type-1 subunit beta [EC:2.5.1.59]
Ss01g40970.1	K10703 HACD, PHS1, PAS2; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
Ss01g40950.1	K03217 yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase
Ss11g14130.1	K03136 TFIIE1, GTF2E1, TFA1, tfe; transcription initiation factor TFIIE subunit alpha
Ss11g14120.1	K11886 ECM29; proteasome component ECM29
Ss06g21390.1	K09489 HSPA4; heat shock 70kDa protein 4
Ss05g04680.1	K13415 BRI1; protein brassinosteroid insensitive 1 [EC:2.7.10.1 2.7.11.1]
Ss01g32350.1	K03768 PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
Ss07g15710.1	K09286 EREBP; EREBP-like factor
Ss06g14340.1	K21026 AAE; acetylajmaline esterase [EC:3.1.1.80]
Ss10g06000.1	K12184 VPS28; ESCRT-I complex subunit VPS28
Ss10g05990.1	K01835 pgm; phosphoglucomutase [EC:5.4.2.2]
Ss10g06030.1	K10579 UBE2M, UBC12; ubiquitin-conjugating enzyme E2 M
Ss10g06080.1	K16085 CYP99A2_3; 9beta-pimara-7,15-diene oxidase [EC:1.14.14.111]
Ss10g06070.1	K13449 PR1; pathogenesis-related protein 1
Ss07g07320.1	K16223 FT; protein FLOWERING LOCUS T
Ss07g07310.1	K17279 REEP5_6; receptor expression-enhancing protein 5/6
Ss02g17560.1	K12947 SPCS2, SPC2; signal peptidase complex subunit 2 [EC:3.4.-.-]
Ss02g17610.1	K09338 HD-ZIP; homeobox-leucine zipper protein
Ss02g17590.1	K00454 LOX2S; lipoxygenase [EC:1.13.11.12]
Ss10g08370.1	K00814 GPT, ALT; alanine transaminase [EC:2.6.1.2]
Ss10g08380.1	K10761 THG1; tRNA(His) guanylyltransferase [EC:2.7.7.79]
Ss10g08400.1	K14790 NOP9; nucleolar protein 9
Ss02g09260.1	K00122 FDH; formate dehydrogenase [EC:1.17.1.9]
Ss06g24710.1	K03798 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]
Ss03g36390.1	K12833 SF3B14; pre-mRNA branch site protein p14
Ss03g36380.1	K02919 RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36
Ss03g36400.1	K09567 PPIH, CYPH; peptidyl-prolyl isomerase H (cyclophilin H) [EC:5.2.1.8]
Ss03g36340.1	K07870 RHOT1, ARHT1; mitochondrial Rho GTPase 1 [EC:3.6.5.-]
Ss03g36360.1	K07937 ARF1; ADP-ribosylation factor 1
Ss08g04700.1	K00764 purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]
Ss05g07240.1	K01262 pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
